id,source_id,location_origin,elevation_origin,notes,curator,investigators,agencies,funding
1,mannerfelt2026,submitted,submitted,See mannerfelt2026a and mannerfelt2026b | From surface-coupled ground-penetrating radar | Interpretations crowd-sourced from >= 10 contributors | cts_point.elevation: From co-registered ArcticDEMs in orthometric heights | cts_point.depth/bed_depth: Normalized median absolute deviation (NMAD) | cts_point.latitude/longitude: Uncertainty is roughly +- 10 m,Ethan Welty,"Erik Schytt {Mannerfelt} 0000-0002-9146-557X (1, 2) | Ursula Enzenhofer 0009-0005-4802-1243 (2, 3) | Satu Innanen 0009-0002-2899-1021 (1) | Jogscha M. Abderhalden 0009-0008-9767-2722 (4) | Karlijn Ploeg 0000-0002-8866-9555 (5, 11) | Johannes Brunner 0009-0004-3792-3121 (1) | Mette Kusk {Gillespie} 0000-0003-2201-9901 (4, 6) | Gabrielle E. Kleber 0000-0002-5062-970X (7) | Jonathan Kolar 0009-0004-2109-9115 (8) | Geir Moholdt 0000-0002-8883-1620 (9) | Solveig Solem 0009-0007-4566-0167 (10) | Andrew Hodson 0000-0002-1255-7987 (2)","1. University of Oslo > Department of Geosciences (Oslo, Norway) | 2. UNIS: The University Centre in Svalbard > Arctic Geology (Longyearbyen, Svalbard) | 3. NTNU: Norwegian University of Science and Technology > Department of Geography and Social Anthropology (Trondheim, Norway) | 4. Western Norway University of Applied Sciences > Department of Civil Engineering and Environmental Sciences (Sogndal, Norway) | 5. University of Bergen > Department of Earth Science (Bergen, Norway) | 6. VIA University College (Nørre Nissum, Denmark) | 7. UiT: The Arctic University of Norway > Department of Geoscience (Tromsø, Norway) | 8. University of Lausanne > ISTE: Institute of Earth Sciences (Lausanne, Switzerland) | 9. Norwegian Polar Institute > Glaciology and Geology Section (Fram Centre, Tromsø, Norway) | 10. NVE: Norwegian Water Resources and Energy Directorate > Department of Hydrology (Oslo, Norway) | 11. Bjerknes Centre for Climate Research (Bergen, Norway)",Research Council of Norway [00epmv149] > Arctic Field Grant [350271] | Research Council of Norway [00epmv149] > Arctic Field Grant [350454] | Norwegian Polar Institute [03avf6522] | University of Oslo [01xtthb56] | European Space Agency [03wd9za21] > St3TART | European Research Council [0472cxd90] > GLACMASS [101096057] | Research Council of Norway [00epmv149] > CLIMAGAS [294764] | Research Council of Norway [00epmv149] > GLACIGAS [343293] | Research Council of Norway [00epmv149] > HYDRO-SURGE [329174]
