borehole_id,id,source_id,measurement_origin,date_min,date_max,time,utc_offset,equilibrium,notes
552,4,marchenko2017,digitized-continuous,2012-07-15,2012-07-15,,,,measurement.depth: Relative to glacier surface in April 2012
552,5,marchenko2017,digitized-continuous,2012-08-20,2012-08-20,,,,measurement.depth: Relative to glacier surface in April 2012
552,6,marchenko2017,digitized-continuous,2013-05-10,2013-05-10,,,,measurement.depth: Relative to glacier surface in April 2013
552,7,marchenko2017,digitized-continuous,2013-06-04,2013-06-04,,,,measurement.depth: Relative to glacier surface in April 2013
552,8,marchenko2017,digitized-continuous,2013-06-15,2013-06-15,,,,measurement.depth: Relative to glacier surface in April 2013
552,9,marchenko2017,digitized-continuous,2013-07-15,2013-07-15,,,,measurement.depth: Relative to glacier surface in April 2013
553,1,machguth2023,published,2003-06-14,2003-06-14,,,,label: T_thermal2003_4440_30m (machguth2023) | measurement_origin: Also shown in mikhalenko2005a (Figure 10)
554,1,singer1966,digitized-discrete,1965-06-25,1965-06-25,,,,
554,2,singer1966,digitized-discrete,1965-06-27,1965-06-27,,,,
554,3,singer1966,digitized-discrete,1965-08-03,1965-08-03,,,,
554,4,singer1966,digitized-discrete,1965-08-16,1965-08-16,,,,
555,1,singer1966,digitized-discrete,1965-07-04,1965-07-04,,,,
556,1,singer1966,digitized-discrete,1965-06-16,1965-06-16,,,,
557,1,barbash1981,digitized-continuous,1974-05-17,1974-05-17,,,,
557,2,barbash1981,digitized-continuous,1974-08-20,1974-08-20,,,,
558,1,barbash1981,digitized-discrete,1976-05-18,1976-12-31,,,,
559,1,sharp1951,published,1948-07-17,1948-08-29,,,true,
560,1,sharp1951,digitized-discrete,1949-06-28,1949-06-28,,,true,
560,2,sharp1951,digitized-discrete,1949-06-29,1949-06-29,,,true,
560,3,sharp1951,digitized-discrete,1949-07-02,1949-07-02,,,true,
560,4,sharp1951,digitized-discrete,1949-07-03,1949-07-03,,,true,
560,5,sharp1951,digitized-discrete,1949-07-04,1949-07-04,,,true,
560,6,sharp1951,digitized-discrete,1949-07-05,1949-07-05,,,true,
560,7,sharp1951,digitized-discrete,1949-07-06,1949-07-06,,,true,
560,8,sharp1951,digitized-discrete,1949-07-07,1949-07-07,,,true,
561,1,darms2009,published,2008-08-24,2008-08-24,,,estimated,label: B08-1 |
562,1,darms2009,published,2008-08-24,2008-08-24,,,estimated,label: B08-2 | equilibrium: Achieved by extrapolation (see borehole.notes)
563,1,darms2009,published,2008-08-24,2008-08-24,,,estimated,label: B08-3 | equilibrium: Achieved by extrapolation (see borehole.notes)
565,1,darms2009,published,2008-08-26,2008-08-26,,,estimated,label: B08-7 | equilibrium: Achieved by extrapolation (see borehole.notes)
566,1,hoelzle2017,published,2013-08-20,2013-08-20,,,estimated,label: B13-1 | borehole.temperature_uncertainty: Reported temperatures are likely an upper bound (gastaldello2024a)
566,2,hoelzle2017,published,2014-09-25,2014-09-25,,,true,label: B13-1
566,3,hoelzle2017,published,2015-09-24,2015-09-24,,,true,label: B13-1
567,1,hoelzle2017,published,2013-08-22,2013-08-22,,,estimated,label: B13-2 | equilibrium: Achieved by extrapolation (see borehole.notes)
568,1,hoelzle2017,published,2013-08-23,2013-08-23,,,estimated,label: B13-3 | equilibrium: Achieved by extrapolation (see borehole.notes)
569,1,hoelzle2017,published,2013-08-22,2013-08-22,,,estimated,label: B13-4 | equilibrium: Achieved by extrapolation (see borehole.notes)
570,1,hoelzle2017,published,2013-08-22,2013-08-22,,,estimated,label: B13-5 | equilibrium: Achieved by extrapolation (see borehole.notes)
571,1,hoelzle2017,published,2013-08-22,2013-08-22,,,estimated,label: B13-6 | equilibrium: Achieved by extrapolation (see borehole.notes)
572,1,hoelzle2017,published,2015-09-27,2015-09-27,,,true,label: B15-1
573,1,hoelzle2020,published,2018-12-14,2018-12-14,,,,label: CG18-1/18
573,2,hoelzle2020,published,2019-06-25,2019-06-25,,,true,label: CG18-1/19
573,3,hoelzle2022,published,2021-03-30,2021-03-30,,,true,label: CG18-1/21a or CG18-1/21
573,4,hoelzle2022,published,2021-06-10,2021-06-10,,,true,label: CG18-1/21b or CG18-2/21
574,1,hoelzle2020,published,2019-06-26,2019-06-26,,,,label: CG19-1/19
575,1,hoelzle2022,published,2021-06-10,2021-06-10,,,,label: CG21-1/21
576,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
577,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
578,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
579,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
580,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
581,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
582,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
583,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
584,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
585,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
586,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
587,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
588,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
589,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
590,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
591,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
592,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
593,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
594,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
595,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
596,1,suter2002,published,1998-06-15,1998-06-29,,,estimated,
597,1,jouzel1984,published,1976-06-01,1976-06-30,,,,measurement_origin: Median temperature of range -14.2 to -14.3
598,1,jouzel1984,published,1974-06-01,1976-06-30,,,,measurement_origin: Median temperature of range -13.6 to -13.7
599,1,jouzel1984,published,1983-06-01,1983-06-30,,,,
600,1,jouzel1984,published,1980-09-01,1980-09-30,,,,
601,1,jouzel1984,published,1983-10-01,1983-10-31,,,,measurement_origin: Median temperature of range 0 to -0.3
602,1,muller1961,digitized-discrete,1960-07-05,1960-07-05,,,true,equilibrium: Based on timeseries in Figure 2
602,2,muller1961,digitized-discrete,1960-08-20,1960-08-20,,,true,
602,3,muller1963,digitized-discrete,1961-05-26,1961-05-26,,,true,
602,4,muller1963,digitized-discrete,1961-06-28,1961-06-28,,,true,
602,5,muller1963,digitized-discrete,1961-07-20,1961-07-20,,,true,
602,6,muller1963,digitized-discrete,1961-08-03,1961-08-03,,,true,
602,7,muller1963,digitized-discrete,1962-06-28,1962-06-28,,,true,
602,8,muller1963,digitized-discrete,1962-07-21,1962-07-21,,,true,
602,9,muller1963,digitized-discrete,1962-08-03,1962-08-03,,,true,
602,10,muller1963,digitized-discrete,1962-08-08,1962-08-08,,,true,
602,11,muller1976,digitized-discrete,1963-08-01,1963-09-30,,,true,date_min/date_max: 'late summer'
602,12,muller1976,digitized-discrete,1964-08-01,1964-09-30,,,true,date_min/date_max: 'late summer'
603,1,muller1961,digitized-discrete,1960-06-20,1960-06-20,,,true,
603,2,muller1961,digitized-discrete,1960-08-20,1960-08-20,,,true,
603,3,muller1963,digitized-discrete,1961-05-24,1961-05-24,,,true,
603,4,muller1963,digitized-discrete,1961-06-28,1961-06-28,,,true,
603,5,muller1963,digitized-discrete,1961-08-03,1961-08-03,,,true,
603,6,muller1963,digitized-discrete,1962-07-15,1962-07-15,,,true,
603,7,muller1963,digitized-discrete,1962-08-08,1962-08-08,,,true,
603,8,muller1963,digitized-discrete,1962-08-22,1962-08-22,,,true,
603,9,muller1976,digitized-discrete,1963-08-01,1963-09-30,,,true,date_min/date_max: 'late summer'
603,10,muller1976,digitized-discrete,1964-08-01,1964-09-30,,,true,date_min/date_max: 'late summer'
603,11,muller1976,digitized-discrete,1965-08-01,1965-09-30,,,true,date_min/date_max: 'late summer'
604,1,muller1963,digitized-discrete,1961-07-13,1961-07-13,18:00:00,,false,equilibrium: Colder than previous profile at 06:00
605,1,muller1963,digitized-discrete,1961-07-13,1961-07-13,18:00:00,,false,equilibrium: Colder than previous profile at 06:00
606,1,muller1963,digitized-discrete,1961-07-13,1961-07-13,18:00:00,,false,equilibrium: Colder than previous profile at 06:00
607,1,muller1963,digitized-discrete,1962-08-08,1962-08-08,,,,
608,1,muller1963,digitized-discrete,1962-08-08,1962-08-08,,,,
609,1,muller1963,digitized-discrete,1961-05-29,1961-05-29,,,,Only shallow measurements available
609,2,muller1963,digitized-discrete,1961-06-27,1961-06-27,,,true,Only shallow measurements available
609,3,muller1963,digitized-discrete,1961-07-25,1961-07-25,,,true,Only shallow measurements available
609,4,muller1963,digitized-discrete,1961-08-18,1961-08-18,,,true,
609,5,muller1963,digitized-discrete,1961-08-24,1961-08-24,,,true,Only shallow measurements available
609,6,muller1963,digitized-discrete,1962-08-08,1962-08-08,,,true,
609,7,muller1963,digitized-discrete,1962-08-18,1962-08-18,,,true,
609,8,muller1976,digitized-discrete,1963-08-01,1963-09-30,,,true,date_min/date_max: 'late summer'
609,9,muller1976,digitized-discrete,1964-08-01,1964-09-30,,,true,date_min/date_max: 'late summer'
609,10,muller1976,digitized-discrete,1965-08-01,1965-09-30,,,true,date_min/date_max: 'late summer'
610,1,muller1976,digitized-discrete,1974-08-25,1974-08-25,,,,
611,1,muller1976,digitized-discrete,1963-08-01,1963-09-30,,,,date_min/date_max: 'late summer'
611,2,muller1976,digitized-discrete,1964-08-01,1964-09-30,,,true,date_min/date_max: 'late summer'
612,1,muller1976,digitized-discrete,1963-08-01,1963-09-30,,,,date_min/date_max: 'late summer'
612,2,muller1976,digitized-discrete,1964-08-01,1964-09-30,,,true,date_min/date_max: 'late summer'
612,3,muller1976,digitized-discrete,1965-08-01,1965-09-30,,,true,date_min/date_max: 'late summer'
613,1,muller1976,digitized-discrete,1963-08-01,1963-09-30,,,,date_min/date_max: 'late summer'
613,2,muller1976,digitized-discrete,1964-08-01,1964-09-30,,,true,date_min/date_max: 'late summer'
614,1,muller1976,published,1963-08-25,1973-08-25,,,,
614,2,muller1976,published,1964-08-22,1974-08-22,,,true,
615,1,muller1976,published,1963-08-19,1973-08-19,,,,
616,1,muller1976,published,1963-08-19,1973-08-19,,,,
617,1,muller1976,published,1963-08-19,1973-08-19,,,,
618,1,muller1976,published,1963-08-19,1973-08-19,,,,
619,1,zagorodnov1990a,digitized-discrete,1987-05-12,1987-05-12,,,,label: 6 in Figure 6
620,1,zagorodnov1990a,digitized-discrete,1987-05-29,1987-05-29,,,,label: 9 in Figure 6
621,1,zagorodnov1990a,digitized-discrete,1987-06-14,1987-06-14,,,,label: 4 in Figure 6
622,1,zagorodnov1990a,digitized-discrete,1987-05-15,1987-05-15,,,,label: 10 in Figure 6
623,1,zagorodnov1990a,digitized-discrete,1987-04-20,1987-04-20,,,,label: 11 in Figure 6
624,1,zagorodnov1990a,digitized-discrete,1987-04-21,1987-04-21,,,,label: 12 in Figure 6
625,1,zagorodnov1990a,digitized-discrete,1987-04-29,1987-04-29,,,,label: 5 in Figure 6
626,1,zagorodnov1990a,digitized-discrete,1987-04-19,1987-04-19,,,,label: 2 in Figure 6
626,2,zagorodnov1990a,digitized-discrete,1987-06-28,1987-06-28,,,true,label: 3 in Figure 6
627,1,zagorodnov1990a,digitized-discrete,1987-05-08,1987-05-08,,,,label: 7 in Figure 6
628,1,zagorodnov1990a,digitized-discrete,1987-06-27,1987-06-27,,,,label: 8 in Figure 6
629,1,paterson1972,published,1967-08-21,1967-08-21,,,,
630,1,schytt1966,digitized-discrete,1965-05-20,1965-05-20,,,true,depth: Does not include 1.4 m snow
630,2,schytt1966,digitized-discrete,1965-11-15,1965-11-15,,,true,depth: Does not include 1.1 m ice surface lowering relative to 1965-05-20
630,3,schytt1968,digitized-discrete,1965-12-31,1966-01-03,,,true,
630,4,schytt1968,digitized-discrete,1966-04-29,1966-05-03,,,true,
630,5,schytt1968,digitized-discrete,1966-06-22,1966-06-23,,,true,
630,6,schytt1968,digitized-discrete,1966-08-25,1966-08-26,,,true,
630,7,schytt1968,digitized-discrete,1966-11-13,1966-11-15,,,true,
630,8,schytt1968,digitized-discrete,1966-12-31,1967-01-02,,,true,
630,9,schytt1968,digitized-discrete,1967-03-30,1967-03-30,,,true,
630,10,schytt1968,digitized-discrete,1967-05-27,1967-06-12,,,true,
630,11,schytt1968,digitized-discrete,1967-07-23,1967-07-26,,,true,
630,12,schytt1968,digitized-discrete,1967-08-19,1967-08-21,,,true,
631,1,schytt1968,digitized-discrete,1966-06-01,1967-06-01,,,true,Mean of multiple measurements over time period
632,1,schytt1968,digitized-discrete,1966-06-01,1967-06-01,,,true,Mean of multiple measurements over time period
633,1,rundle1965,digitized-discrete,1964-08-09,1964-08-09,,,,
634,1,rundle1965,digitized-discrete,1964-08-13,1964-08-13,,,,
635,1,rundle1965,digitized-discrete,1964-08-16,1964-08-16,,,,
636,1,rundle1965,digitized-discrete,1964-08-20,1964-08-20,,,,
637,1,schytt1964,published,1956-09-06,1956-09-06,,,,
638,1,palosuo1987,digitized-continuous,1958-05-20,1958-05-20,,,true,
638,2,palosuo1987,digitized-continuous,1958-06-26,1958-06-26,,,true,
638,3,palosuo1987,digitized-continuous,1958-07-16,1958-07-16,,,true,
638,4,palosuo1987,digitized-continuous,1958-08-03,1958-08-03,,,true,
639,1,palosuo1987,digitized-continuous,1958-04-11,1958-04-11,,,,
639,2,palosuo1987,digitized-continuous,1958-04-22,1958-04-22,,,,
640,1,palosuo1987,digitized-discrete,1958-07-15,1958-07-15,,,,
640,2,palosuo1987,digitized-discrete,1958-08-05,1958-08-05,,,true,
641,1,gastaldello2024,submitted,1999-05-28,1999-05-28,06:20:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
642,1,gastaldello2024,submitted,1999-05-28,1999-05-28,06:40:00,2,estimated,label: CG99-2/99 in hoelzle2011 | equilibrium: Achieved by extrapolation (suter2002)
643,1,gastaldello2024,submitted,1999-05-28,1999-05-28,07:00:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
644,1,gastaldello2024,submitted,1999-05-28,1999-05-28,19:30:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
645,1,gastaldello2024,submitted,1999-05-28,1999-05-28,19:30:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
646,1,gastaldello2024,submitted,1999-05-28,1999-05-28,19:30:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
647,1,gastaldello2024,submitted,1999-05-31,1999-05-31,09:40:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
648,1,gastaldello2024,submitted,1999-05-29,1999-05-29,09:10:00,2,estimated,label: SJ99-8/99 in hoelzle2011 | equilibrium: Achieved by extrapolation (suter2002)
649,1,gastaldello2024,submitted,1999-05-26,1999-05-26,11:00:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
650,1,gastaldello2024,submitted,1999-05-27,1999-05-27,09:30:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
651,1,gastaldello2024,submitted,1999-05-29,1999-05-29,09:40:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
652,1,gastaldello2024,submitted,1999-05-29,1999-05-29,09:30:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
653,1,gastaldello2024,submitted,1999-05-30,1999-05-30,19:10:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
654,1,gastaldello2024,submitted,1999-07-15,1999-07-15,18:00:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
655,1,gastaldello2024,submitted,1999-05-30,1999-05-30,19:00:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002) | measurement_origin: Also reported in suter2002 (Figure 6.27)
656,1,gastaldello2024,submitted,1999-07-16,1999-07-16,17:50:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002) | measurement_origin: Also reported in suter2002 (Figure 6.27)
657,1,gastaldello2024,submitted,1999-05-31,1999-05-31,12:00:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
658,1,gastaldello2024,submitted,1999-07-16,1999-07-16,09:30:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
659,1,gastaldello2024,submitted,1999-07-16,1999-07-16,08:40:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
660,1,gastaldello2024,submitted,1999-07-15,1999-07-15,19:10:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
661,1,gastaldello2024,submitted,1999-07-15,1999-07-15,14:40:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
662,1,gastaldello2024,submitted,1999-07-15,1999-07-15,15:20:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
663,1,gastaldello2024,submitted,1999-07-16,1999-07-16,07:50:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
664,1,gastaldello2024,submitted,1999-07-16,1999-07-16,21:50:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002) | measurement_origin: Also reported in suter2002 (Figure 6.27)
665,1,gastaldello2024,submitted,1999-07-16,1999-07-16,19:30:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
666,1,gastaldello2024,submitted,1999-07-17,1999-07-17,05:10:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002) | measurement_origin: Also reported in suter2002 (Figure 6.27)
667,1,gastaldello2024,submitted,1999-07-17,1999-07-17,12:00:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
668,1,gastaldello2024,submitted,1999-07-17,1999-07-17,11:00:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
669,1,gastaldello2024,submitted,1999-07-17,1999-07-17,15:00:00,2,estimated,equilibrium: Achieved by extrapolation (suter2002)
670,1,gastaldello2024,submitted,1994-06-02,1994-06-02,07:30:00,2,,
671,1,gastaldello2024,submitted,1994-06-01,1994-06-01,15:07:00,2,,
671,2,gastaldello2024,submitted,1994-09-06,1994-09-06,12:40:00,2,true,
672,1,gastaldello2024,submitted,1994-05-31,1994-05-31,17:50:00,2,true,
673,1,gastaldello2024,submitted,1994-10-31,1994-10-31,15:00:00,2,true,
674,1,laternser1992,published,1991-08-04,1991-08-09,,,estimated,
674,2,laternser1992,published,1991-10-26,1991-10-26,,,true,
675,1,laternser1992,published,1991-06-25,1991-06-25,16:00:00,2,false,
675,2,laternser1992,published,1991-06-25,1991-06-25,19:50:00,2,false,
675,3,laternser1992,published,1991-06-26,1991-06-26,06:55:00,2,false,
675,4,laternser1992,published,1991-06-26,1991-06-26,11:25:00,2,false,
675,5,laternser1992,published,1991-07-10,1991-07-10,11:00:00,2,true,
675,6,laternser1992,published,1991-07-21,1991-07-21,10:00:00,2,true,
675,7,laternser1992,published,1991-08-22,1991-08-22,12:00:00,2,true,
676,1,laternser1992,published,1991-06-25,1991-06-26,,,estimated,
676,2,laternser1992,published,1991-07-10,1991-07-10,11:00:00,2,true,
676,3,laternser1992,published,1991-07-21,1991-07-21,10:00:00,2,true,
676,4,laternser1992,published,1991-07-21,1991-07-21,10:00:00,2,true,
676,5,laternser1992,published,1991-08-22,1991-08-22,12:00:00,2,true,
676,6,laternser1992,published,1991-08-22,1991-08-22,12:00:00,2,true,
677,1,laternser1992,published,1991-06-25,1991-06-25,15:15:00,2,false,
677,2,laternser1992,published,1991-06-25,1991-06-25,19:45:00,2,false,
677,3,laternser1992,published,1991-06-26,1991-06-26,06:50:00,2,false,
677,4,laternser1992,published,1991-06-26,1991-06-26,11:20:00,2,false,
677,5,laternser1992,published,1991-07-10,1991-07-10,11:05:00,2,true,
677,6,laternser1992,published,1991-07-21,1991-07-21,10:00:00,2,true,
677,7,laternser1992,published,1991-07-21,1991-07-21,10:00:00,2,true,
677,8,laternser1992,published,1991-08-22,1991-08-22,12:00:00,2,true,
677,9,laternser1992,published,1991-08-22,1991-08-22,12:00:00,2,true,
678,1,laternser1992,published,1991-03-02,1991-03-13,,,estimated,
678,2,laternser1992,published,1991-05-01,1991-05-01,10:10:00,2,true,
678,3,laternser1992,published,1991-05-01,1991-05-01,10:10:00,2,true,
678,4,laternser1992,published,1991-07-26,1991-07-26,15:00:00,2,true,
678,5,laternser1992,published,1991-07-26,1991-07-26,15:00:00,2,true,
678,6,laternser1992,published,1991-08-27,1991-08-27,10:00:00,2,true,
678,7,laternser1992,published,1991-08-27,1991-08-27,10:00:00,2,true,
679,1,laternser1992,published,1991-03-05,1991-03-13,,,estimated,
680,1,laternser1992,published,1991-10-27,1991-10-27,,,true,Temperatures negative above 2 m but not reported
680,2,laternser1992,published,1991-12-04,1991-12-04,,,true,Temperatures negative above 4 m but not reported
680,3,laternser1992,published,1992-04-10,1992-04-10,,,true,Temperatures negative above 10 m but not reported
681,1,oeschger1977,digitized-discrete,1976-09-09,1976-09-09,,,,equilibrium: Measured 15 h after termination of drilling activity and installation of thermistors (haeberli1991) | date_min/date_max: haeberli1991 | Measurements above 2 m from shaft and shallow parallel borehole
682,1,haeberli1985,published,1979-01-01,1980-12-31,,,,
683,1,thompson2023,published,2019-07-26,2019-08-17,,,,
684,1,thompson2023,published,2019-08-03,2019-08-17,,,,measurement_origin: 'consistently -9 °C from surface to the ice/bedrock interface' - only bottom temperature is reported here since depth of 'surface' is ambiguous
685,1,haeberli1985,published,1981-01-01,1981-12-31,,,,
686,1,razumeiko1960,published,1958-02-16,1958-02-28,,,true,
686,2,razumeiko1960,published,1958-03-01,1958-03-31,,,true,
686,3,razumeiko1960,published,1958-04-01,1958-04-30,,,true,
686,4,razumeiko1960,published,1958-05-01,1958-05-31,,,true,
686,5,razumeiko1960,published,1958-06-01,1958-06-30,,,true,
686,6,razumeiko1960,published,1958-07-01,1958-07-31,,,true,
686,7,razumeiko1960,published,1958-08-01,1958-08-31,,,true,
686,8,razumeiko1960,published,1958-09-01,1958-09-30,,,true,
686,9,razumeiko1960,published,1958-10-01,1958-10-31,,,true,
686,10,razumeiko1960,published,1958-11-01,1958-11-30,,,true,
686,11,razumeiko1960,published,1958-12-01,1958-12-31,,,true,
686,12,razumeiko1960,published,1959-01-01,1959-01-31,,,true,
686,13,razumeiko1960,published,1959-02-01,1959-02-28,,,true,
686,14,razumeiko1960,published,1959-03-01,1959-03-31,,,true,
686,15,razumeiko1960,published,1959-04-01,1959-04-30,,,true,
686,16,razumeiko1960,published,1959-05-01,1959-05-31,,,true,
686,17,razumeiko1960,published,1959-06-01,1959-06-30,,,true,
686,18,razumeiko1960,published,1959-07-01,1959-07-31,,,true,
687,1,razumeiko1963,published,1958-09-09,1958-09-09,,,,Snow thickness 0.20 m
687,2,razumeiko1963,published,1958-10-10,1958-10-31,,,true,
687,3,razumeiko1963,published,1958-11-01,1958-11-30,,,true,
687,4,razumeiko1963,published,1958-12-01,1958-12-31,,,true,
687,5,razumeiko1963,published,1959-01-01,1959-01-31,,,true,
687,6,razumeiko1963,published,1959-02-01,1959-02-28,,,true,
687,7,razumeiko1963,published,1959-03-01,1959-03-31,,,true,
687,8,razumeiko1963,published,1959-04-01,1959-04-30,,,true,
687,9,razumeiko1963,published,1959-05-01,1959-05-31,,,true,
687,10,razumeiko1963,published,1959-06-01,1959-06-30,,,true,
688,1,razumeiko1963,published,1958-03-30,1958-03-30,,,,Snow thickness 0.22 m
688,2,razumeiko1963,published,1958-06-24,1958-06-24,,,,
688,3,razumeiko1963,published,1958-07-14,1958-07-14,,,,Snow thickness 0.1 m
688,4,razumeiko1963,published,1958-07-25,1958-07-25,,,,Snow thickness 0.0 m
688,5,razumeiko1963,published,1958-08-07,1958-08-07,,,,Snow thickness 0.0 m
688,6,razumeiko1963,published,1958-10-26,1958-10-26,,,,Snow thickness 0.8 m
688,7,razumeiko1963,published,1958-12-22,1958-12-22,,,,Snow thickness 0.8 m
688,8,razumeiko1963,published,1959-02-26,1959-02-26,,,,Snow thickness 0.8 m
688,9,razumeiko1963,published,1959-03-23,1959-03-23,,,,Snow thickness 0.8 m
688,10,razumeiko1963,published,1959-04-02,1959-04-02,,,,Snow thickness 0.8 m
688,11,razumeiko1963,published,1959-04-09,1959-04-09,,,,Snow thickness 0.8 m
688,12,razumeiko1963,published,1959-04-19,1959-04-19,,,,Snow thickness 0.8 m
688,13,razumeiko1963,published,1959-05-22,1959-05-22,,,,Snow thickness 0.8 m
688,14,razumeiko1963,published,1959-06-09,1959-06-09,,,,Snow thickness 0.8 m
688,15,razumeiko1963,published,1959-07-03,1959-07-03,,,,Snow thickness 0.5 m
688,16,razumeiko1963,published,1959-07-03,1959-07-03,,,,Snow thickness 0.0 m
689,1,razumeiko1963,published,1958-06-05,1958-06-05,,,,Snow thickness 0.19 m
689,2,razumeiko1963,published,1958-06-24,1958-06-24,,,,Snow thickness 0.1 m
689,3,razumeiko1963,published,1958-07-14,1958-07-14,,,,Snow thickness 0.0 m
689,4,razumeiko1963,published,1958-07-25,1958-07-25,,,,Snow thickness 0.0 m
689,5,razumeiko1963,published,1958-08-07,1958-08-07,,,,Snow thickness 0.0 m
689,6,razumeiko1963,published,1958-10-26,1958-10-26,,,,Snow thickness 0.5 m
689,7,razumeiko1963,published,1958-12-22,1958-12-22,,,,Snow thickness 0.5 m
689,8,razumeiko1963,published,1959-02-26,1959-02-26,,,,Snow thickness 0.4 m
689,9,razumeiko1963,published,1959-03-21,1959-03-21,,,,Snow thickness 0.4 m
689,10,razumeiko1963,published,1959-04-02,1959-04-02,,,,Snow thickness 0.4 m
689,11,razumeiko1963,published,1959-04-09,1959-04-09,,,,Snow thickness 0.4 m
689,12,razumeiko1963,published,1959-04-19,1959-04-19,,,,Snow thickness 0.4 m
689,13,razumeiko1963,published,1959-05-22,1959-05-22,,,,Snow thickness 0.4 m
689,14,razumeiko1963,published,1959-06-09,1959-06-09,,,,Snow thickness 0.4 m
689,15,razumeiko1963,published,1959-07-03,1959-07-03,,,,Snow thickness 0.1 m
689,16,razumeiko1963,published,1959-07-28,1959-07-28,,,,Snow thickness 0.0 m
690,1,razumeiko1963,published,1958-07-01,1958-07-31,,,,
690,2,razumeiko1963,published,1958-08-01,1958-08-31,,,,
690,3,razumeiko1963,published,1958-09-01,1958-09-30,,,,
690,4,razumeiko1963,published,1958-10-01,1958-10-31,,,,
690,5,razumeiko1963,published,1958-11-01,1958-11-30,,,,
690,6,razumeiko1963,published,1958-12-01,1958-12-31,,,,
690,7,razumeiko1963,published,1959-01-01,1959-01-31,,,,
690,8,razumeiko1963,published,1959-02-01,1959-02-28,,,,
690,9,razumeiko1963,published,1959-03-01,1959-03-31,,,,
690,10,razumeiko1963,published,1959-04-01,1959-04-30,,,,
690,11,razumeiko1963,published,1959-05-01,1959-05-31,,,,
690,12,razumeiko1963,published,1959-06-01,1959-06-30,,,,
690,13,razumeiko1963,published,1959-07-01,1959-07-31,,,,
691,1,razumeiko1963,published,1958-10-25,1958-10-25,,,,Snow thickness 0.8 m
691,2,razumeiko1963,published,1958-12-25,1958-12-25,,,,Snow thickness 0.8 m
691,3,razumeiko1963,published,1959-02-26,1959-02-26,,,,Snow thickness 0.8 m
691,4,razumeiko1963,published,1959-06-03,1959-06-03,,,,Snow thickness 1.0 m
692,1,razumeiko1963,published,1959-06-01,1959-06-30,,,,Snow thickness 0.6 m
692,2,razumeiko1963,published,1959-07-01,1959-07-31,,,,Snow thickness 0.0 m
693,1,razumeiko1963,published,1958-10-24,1958-10-24,,,,Snow thickness 0.3 m
693,2,razumeiko1963,published,1958-12-23,1958-12-23,,,,Snow thickness 0.5 m
693,3,razumeiko1963,published,1959-03-11,1959-03-11,,,,Snow thickness 0.7 m
693,4,razumeiko1963,published,1959-03-21,1959-03-21,,,,Snow thickness 0.7 m
693,5,razumeiko1963,published,1959-04-19,1959-04-19,,,,Snow thickness 0.8 m
693,6,razumeiko1963,published,1959-05-04,1959-05-04,,,,Snow thickness 1.0 m
