borehole_id,id,source_id,measurement_origin,date_min,date_max,time,utc_offset,equilibrium,notes
191,2,odegard1992,digitized-continuous,1990-07-15,1990-09-30,,,,measurement_origin: Maximum values measured at each depth | date_max: Only summer 1990 measurements were used because a crevasse opened 1 m from the borehole over the winter
193,1,odegard1992,digitized-continuous,1990-07-15,1992-07-27,,,,measurement_origin: Minimum values measured at each depth
193,2,odegard1992,digitized-continuous,1990-07-15,1992-07-27,,,,measurement_origin: Maximum values measured at each depth
195,1,odegard1992,digitized-continuous,1990-07-15,1992-07-27,,,,measurement_origin: Minimum values measured at each depth
195,2,odegard1992,digitized-continuous,1990-07-15,1992-07-27,,,,measurement_origin: Maximum values measured at each depth
197,1,sun2021,digitized-discrete,1999-05-01,1999-05-31,,,,
198,1,thompson1990,digitized-discrete,1987-01-01,1987-12-31,,,,
199,1,thompson1995,digitized-discrete,1992-07-01,1992-08-31,,,,[flag] equilibrium: Basal temperature recorded four days after drilling and may be influenced by the fluid used below 200 m
200,1,thompson2018,digitized-discrete,2015-09-01,2015-10-31,,,,
201,1,thompson1995,digitized-discrete,1991-04-01,1991-05-31,,,,
202,1,thompson2018,digitized-discrete,2015-09-01,2015-10-31,,,,
206,1,vincent2020,digitized-discrete,2017-01-01,2017-12-31,,,,equilibrium: Within ± 0.05 °C in several measurements for 7 months after drilling
207,1,wang2005,digitized-discrete,2004-04-21,2004-04-21,,,,[flag] equilibrium: Second-lowest measurement shifted by +0.5 °C the following day (presumably from 'the latent heat released by refreezing of water exuded from the lower wet ice layer')
208,1,wang2018,digitized-discrete,2010-10-01,2011-09-30,,,,Mean temperatures from 2010-10 to 2011-09
208,2,wang2018,digitized-continuous,2010-10-01,2011-09-30,,,,Minimum temperatures from 2010-10 to 2011-09
208,3,wang2018,digitized-continuous,2010-10-01,2011-09-30,,,,Maximum temperatures from 2010-10 to 2011-09
209,1,wang2018,digitized-discrete,2010-10-01,2011-09-30,,,,Mean temperatures from 2010-10 to 2011-09
209,2,wang2018,digitized-continuous,2010-10-01,2011-09-30,,,,Minimum temperatures from 2010-10 to 2011-09
209,3,wang2018,digitized-continuous,2010-10-01,2011-09-30,,,,Maximum temperatures from 2010-10 to 2011-09
210,1,wang2018,digitized-discrete,2010-10-01,2011-09-30,,,,Mean temperatures from 2010-10 to 2011-09
210,2,wang2018,digitized-continuous,2010-10-01,2011-09-30,,,,Minimum temperatures from 2010-10 to 2011-09
210,3,wang2018,digitized-continuous,2010-10-01,2011-09-30,,,,Maximum temperatures from 2010-10 to 2011-09
211,1,wang2018,digitized-discrete,2011-10-01,2011-10-31,,,,equilibrium: Measured 20 days after drilling
213,1,thompson2022,submitted,1997-06-01,1997-06-30,,,,
214,1,thompson2022,submitted,2003-08-28,2003-08-28,,,,
215,1,thompson2022,submitted,2003-08-28,2003-08-28,,,,
216,1,classen1977,published,1975-07-02,1975-07-02,,,,equilibrium: Measured 46-47 days after drilling | [flag] Temperature at 180 m depth -0.49 °C in Table 1 (assumed to be wrong) but -0.18 to -0.23 °C in Table 2
217,1,classen1977,published,1975-07-02,1975-07-02,,,estimated,[flag] equilibrium: Measurements 42 days after drilling from the last-installed thermistor chain (62 m and ≥ 72 m) had not reached equilibrium and needed to be corrected
218,1,classen1977,published,1975-07-03,1975-07-03,,,true,equilibrium: Measured 57 days after drilling and within ± 0.01 °C of measurement 1-2 days earlier
219,1,gilbert2016,digitized-discrete,1975-06-12,1975-06-12,,,true,measurement_origin: Digitized from Figure 10 in gilbert2016 because original Figure 3 in hooke1980 could not be found in sufficient quality
220,1,gilbert2016,digitized-discrete,1976-07-05,1976-07-05,,,true,measurement_origin: Digitized from Figure 10 in gilbert2016 because original Figure 3 in hooke1980 could not be found in sufficient quality
221,1,gilbert2016,digitized-discrete,1977-06-13,1977-06-13,,,true,measurement_origin: Digitized from Figure 10 in gilbert2016 because original Figure 3 in hooke1980 could not be found in sufficient quality
222,1,gilbert2016,digitized-discrete,1976-07-01,1976-07-01,,,true,measurement_origin: Digitized from Figure 10 in gilbert2016 because original Figure 3 in hooke1980 could not be found in sufficient quality
223,1,gilbert2016,digitized-discrete,1976-07-09,1976-07-09,,,true,measurement_origin: Digitized from Figure 10 in gilbert2016 because original Figure 3 in hooke1980 could not be found in sufficient quality
224,1,gilbert2016,digitized-discrete,1974-06-27,1974-06-27,,,false,measurement_origin: Digitized from Figure 10 in gilbert2016 because original Figure 3 in hooke1980 could not be found in sufficient quality
225,1,gilbert2016,digitized-discrete,1974-06-14,1974-06-14,,,true,measurement_origin: Digitized from Figure 10 in gilbert2016 because original Figure 3 in hooke1980 could not be found in sufficient quality
226,1,davis1967,digitized-continuous,1961-09-01,1961-09-30,,,,
226,2,davis1967,digitized-continuous,1961-10-01,1961-10-31,,,,
226,3,davis1967,digitized-continuous,1961-11-01,1961-11-30,,,,
226,4,davis1967,digitized-continuous,1961-12-01,1961-12-31,,,,
226,5,davis1967,digitized-continuous,1962-01-01,1962-01-31,,,,
226,6,davis1967,digitized-continuous,1962-02-01,1962-02-28,,,,
226,7,davis1967,digitized-continuous,1962-03-01,1962-03-31,,,,
226,8,davis1967,digitized-continuous,1962-04-01,1962-04-30,,,,
226,9,davis1967,digitized-continuous,1962-05-01,1962-05-31,,,,
226,10,davis1967,digitized-continuous,1962-06-01,1962-06-30,,,,
226,11,davis1967,digitized-continuous,1962-07-01,1962-07-31,,,,
226,12,davis1967,digitized-continuous,1962-08-01,1962-08-31,,,,
227,1,mankoff2022a,published,1988-07-14,1988-07-28,,,,Published in mankoff2022 (described in lokkegaard2023)
228,1,mankoff2022b,published,2005-05-15,2005-05-15,,,,Published in mankoff2022 (described in lokkegaard2023)
229,1,mankoff2022c,published,1997-01-01,1997-12-31,,,,Published in mankoff2022 (described in lokkegaard2023)
230,1,paterson1968,published,1965-07-01,1965-07-31,,,false,
230,2,paterson1968,published,1966-06-01,1966-06-30,,,true,
230,3,paterson1968,published,1967-05-01,1967-05-31,,,true,
231,1,thomsen1996,digitized-discrete,1995-08-19,1995-08-19,,,true,
232,1,hammer1995,digitized-discrete,1995-06-20,1995-12-31,,,,
233,1,mankoff2022d,published,2006-06-01,2006-08-31,,,,Published in mankoff2022 (described in lokkegaard2023)
234,1,mankoff2022e,published,2000-04-15,2000-04-15,,,,Published in mankoff2022 (described in lokkegaard2023)
235,1,paterson1978,digitized-discrete,1973-01-01,1973-12-31,,,true,
236,1,paterson1978,digitized-discrete,1972-01-01,1972-12-31,,,true,
237,1,clarke1987,digitized-discrete,1984-01-01,1984-12-31,,,,
238,1,clarke1987,digitized-discrete,1979-01-01,1979-12-31,,,,
240,1,clarke1987,digitized-discrete,1977-01-01,1977-12-31,,,true,"equilibrium: 'measured many times over several years, and even the small wiggles are reproducible'"
241,1,zhang2022,submitted,2008-05-04,2008-05-04,,,,
243,1,flowers2022,submitted,2011-09-08,2011-09-08,,,true,
245,1,sugiyama2022,submitted,2016-03-08,2016-03-08,,,true,
246,1,sugiyama2022,submitted,2016-03-08,2016-03-08,,,true,
251,1,barkov1988,digitized-continuous,1978-12-02,1978-12-02,,,true,equilibrium: Temperatures indistinguishable at 15 m over 9-month measurement period
251,2,barkov1988,digitized-continuous,1978-12-30,1978-12-30,,,true,equilibrium: Temperatures indistinguishable at 15 m over 9-month measurement period
251,3,barkov1988,digitized-continuous,1979-01-30,1979-01-30,,,true,equilibrium: Temperatures indistinguishable at 15 m over 9-month measurement period
251,4,barkov1988,digitized-continuous,1979-04-02,1979-04-02,,,true,equilibrium: Temperatures indistinguishable at 15 m over 9-month measurement period
251,5,barkov1988,digitized-continuous,1979-05-03,1979-05-03,,,true,equilibrium: Temperatures indistinguishable at 15 m over 9-month measurement period
251,6,barkov1988,digitized-continuous,1979-06-02,1979-06-02,,,true,equilibrium: Temperatures indistinguishable at 15 m over 9-month measurement period
251,7,barkov1988,digitized-continuous,1979-07-03,1979-07-03,,,true,equilibrium: Temperatures indistinguishable at 15 m over 9-month measurement period
251,8,barkov1988,digitized-continuous,1979-07-30,1979-07-30,,,true,equilibrium: Temperatures indistinguishable at 15 m over 9-month measurement period
251,9,barkov1988,digitized-continuous,1979-09-03,1979-09-03,,,true,equilibrium: Temperatures indistinguishable at 15 m over 9-month measurement period
260,1,blatter1985,published,1977-06-07,1977-07-07,,,true,Temperatures at 40-100 m depth average of two thermistors (maximum difference 0.2 °C) | equilibrium: Verified by control measurements a year later (blatter1985 Section 2.1.1)
261,1,blatter1985,published,1979-07-17,1979-08-17,,,true,equilibrium: Verified by control measurements a year later (blatter1985 Section 2.1.1)
262,1,blatter1985,published,1981-05-28,1981-06-28,,,true,Temperatures at 50 m depth average of two thermistors (difference 0.2 °C) | equilibrium: Verified by control measurements a year later (blatter1985 Section 2.1.1)
263,1,blatter1985,published,1981-05-30,1981-06-30,,,true,equilibrium: Verified by control measurements a year later (blatter1985 Section 2.1.1)
264,1,blatter1985,published,1975-07-21,1975-08-21,,,true,equilibrium: Verified by control measurements a year later (blatter1985 Section 2.1.1)
265,1,blatter1985,published,1981-06-03,1981-07-03,,,true,equilibrium: Verified by control measurements a year later (blatter1985 Section 2.1.1)
266,1,blatter1985,published,1979-07-21,1979-08-21,,,true,equilibrium: Verified by control measurements a year later (blatter1985 Section 2.1.1)
267,1,blatter1985,published,1976-06-21,1976-07-21,,,true,equilibrium: Verified by control measurements a year later (blatter1985 Section 2.1.1)
269,1,gastaldello2024,submitted,1999-05-26,1999-05-26,09:00:00,2,true,label: SJ99-10/99 in hoelzle2011 | equilibrium: Achieved by extrapolation (suter2002)
270,1,darms2009,published,2008-08-26,2008-08-26,,,estimated,label: B08-8 | measurement_origin: First of two 4 m depths in Appendix C assumed to be 3 m based on Figure 3.10 | equilibrium: Achieved by extrapolation (see borehole.notes)
271,1,suter2002,digitized-discrete,1998-10-31,1998-10-31,,,true,
271,2,suter2002,digitized-discrete,1999-01-25,1999-01-25,,,true,Shallowest measurement(s) are missing in suter2002 (Figure 6.22)
271,3,suter2002,digitized-discrete,1999-09-01,1999-09-01,,,true,label: SJ98-A/99 in hoelzle2011
271,4,suter2002,digitized-discrete,1999-10-31,1999-10-31,,,true,
271,5,suter2002,digitized-discrete,2000-01-25,2000-01-25,,,true,Shallowest measurement(s) are missing in suter2002 (Figure 6.22)
271,6,suter2002,digitized-discrete,2000-09-01,2000-09-01,,,true,
271,7,suter2002,digitized-discrete,2000-10-13,2000-10-13,,,true,
272,1,darms2009,published,2008-08-26,2008-08-26,,,estimated,label: B08-6 | equilibrium: Achieved by extrapolation (see borehole.notes)
273,1,haeberli1991,digitized-discrete,1983-01-01,1983-12-31,,,,label: CG82-1/82 (hoelzle2011) | [flag] date_min/date_max: 1982 (hoelzle2011) and 1982-07-23 (hoelzle2022) inconsistent with 1983 (haeberli1991 and luthi2001)
275,1,hoelzle2014,published,2007-11-04,2007-11-04,,,true,label: B05-1
275,2,darms2009,published,2008-08-25,2008-08-25,,,true,label: B08-4 | measurement_origin: Also published in hoelzle2014 (Table 6.2)
275,3,hoelzle2017,published,2013-08-20,2013-08-20,,,true,label: B05-1
275,4,hoelzle2017,published,2015-09-25,2015-09-25,,,true,label: B05-1
280,1,watts1997,published,,1997-12-31,,,,
281,1,motoyama2008,published,1998-04-10,1998-04-12,,,,measurement_origin: Originally published in watanabe2001 (Figure 5)
282,1,huang1990,digitized-discrete,1982-09-30,1982-09-30,,,,
283,1,huang1990,digitized-discrete,1982-07-11,1982-07-11,,,,
284,1,muller1961,digitized-discrete,1959-08-19,1959-08-19,,,true,equilibrium: Based on timeseries in Figure 1
284,2,muller1961,digitized-discrete,1960-05-28,1960-05-28,,,true,
284,3,muller1961,digitized-discrete,1960-06-12,1960-06-12,,,true,
284,4,muller1961,digitized-discrete,1960-06-26,1960-06-26,,,true,
284,5,muller1961,digitized-discrete,1960-07-24,1960-07-24,,,true,
284,6,muller1961,digitized-discrete,1960-08-19,1960-08-19,,,true,
284,7,muller1961,digitized-discrete,1960-08-20,1960-08-20,,,true,
284,8,muller1961,digitized-discrete,1960-08-26,1960-08-26,,,true,
292,1,ryser2013,digitized-discrete,2010-06-14,2010-06-25,,,estimated,equilibrium: Achieved by extrapolation from 10 days of measurements
298,1,machguth2023,published,1990-07-29,1990-07-29,,,true,label: core1990_4609_20m
299,1,takeuchi2014,digitized-discrete,2007-09-06,2007-09-06,,,true,
300,1,hughes1939,digitized-discrete,1938-05-23,1938-05-23,,,,
300,2,hughes1939,digitized-discrete,1938-05-31,1938-05-31,,,,
301,1,hughes1939,digitized-discrete,1938-06-03,1938-06-03,,,,
302,1,hughes1939,digitized-discrete,1938-05-31,1938-05-31,,,,
303,1,hughes1939,digitized-discrete,1938-05-31,1938-05-31,,,,
304,1,hughes1939,digitized-discrete,1938-06-04,1938-06-04,,,,
305,1,schwerzmann2006,published,2002-03-26,2002-03-26,,,true,
306,1,schwerzmann2006,published,2003-06-07,2003-06-07,,,true,measurement_origin: Temperature at 70.7 m average of -5.68 °C and -5.61 °C
307,1,schwerzmann2006,published,2003-06-07,2003-06-07,,,true,measurement_origin: Temperature at 73 m average of -4.534 °C and -4.526 °C
308,1,schwerzmann2006,published,2003-06-07,2003-06-07,,,true,measurement_origin: Temperature at 73 m average of -5.935 °C and -5.297 °C. The spread suggests the accuracy is worse than reported (0.05 °C)
309,1,hoelzle2009,published,2003-09-16,2003-09-17,,,true,measurement_origin: hoelzle2009 because higher decimal precision than schwerzmann2006. Temperature at 40 m average of -13.305 °C and -13.350 °C | date_min: schwerzmann2006 (Appendix D.3)
309,2,hoelzle2009,published,2004-05-14,2004-05-15,,,true,measurement_origin: Depths from hoelzle2009 and temperatures from gastaldello2024 because each has better precision than the other. Both have more depths and temperatures that differ from schwerzmann2006
310,1,schwerzmann2006,published,2005-02-01,2005-02-28,,,,
311,1,dikikh1965,published,1962-10-01,1962-10-31,,,true,
312,1,dikikh1965,published,1962-10-01,1962-10-31,,,true,
313,1,dikikh1965,published,1962-10-01,1962-10-31,,,true,
314,1,dikikh1965,published,1962-10-01,1962-10-31,,,true,
315,1,dikikh1965,published,1962-10-01,1962-10-31,,,true,
316,1,arkhipov2004,digitized-discrete,2001-08-31,2001-09-06,,,true,measurement_origin: Published in machguth2023 (as core2001_4600_21m) but missing shallower measurements | date_min/date_max: Figure 2 caption
317,1,sobota2009,published,2007-09-01,2007-09-30,,,,
317,2,sobota2009,published,2007-10-01,2007-10-31,,,,
317,3,sobota2009,published,2007-11-01,2007-11-30,,,,
317,4,sobota2009,published,2007-12-01,2007-12-31,,,,
317,5,sobota2009,published,2008-01-01,2008-01-31,,,,
317,6,sobota2009,published,2008-02-01,2008-02-29,,,,
317,7,sobota2009,published,2008-03-01,2008-03-31,,,,
317,8,sobota2009,published,2008-04-01,2008-04-30,,,,
317,9,sobota2009,published,2008-05-01,2008-05-31,,,,
317,10,sobota2009,published,2008-06-01,2008-06-30,,,,
318,1,dikikh1965,published,,1962-12-31,,,,
320,1,zagorodnov2012,published,2010-01-08,2010-01-08,,,true,
320,2,zagorodnov2012,published,2010-03-01,2010-03-31,,,true,
320,3,zagorodnov2012,published,2010-04-01,2010-04-30,,,true,
320,4,zagorodnov2012,published,2010-05-01,2010-05-31,,,true,
320,5,zagorodnov2012,published,2010-06-01,2010-06-30,,,true,
321,1,zagorodnov2012,published,2010-02-01,2010-02-01,,,true,
322,1,nicholls1993,digitized-discrete,1986-01-01,1986-12-31,,,true,
323,1,nicholls1993,digitized-discrete,1989-01-01,1989-12-31,,,,
324,1,yang2018,published,2016-12-04,2016-12-08,,,true,
325,1,vandewal2002,digitized-continuous,1997-04-01,1997-04-30,,,,
326,1,uchida1996,digitized-discrete,1993-06-01,1993-07-31,,,estimated,equilibrium: Deviations between final and estimated equilibrated temperatures reflected in the uncertainty (method per kameda1993)
327,1,olivier2003,published,2001-06-01,2001-09-30,,,,
328,1,chernov2015,digitized-discrete,2012-04-01,2012-04-30,,,true,
328,2,chernov2015,digitized-discrete,2012-08-01,2012-08-31,,,true,
328,3,chernov2015,digitized-discrete,2013-04-01,2013-04-30,,,true,
328,4,chernov2015,digitized-discrete,2013-08-01,2013-08-31,,,true,
328,5,chernov2015,digitized-discrete,2014-04-01,2014-04-30,,,true,
328,6,chernov2015,digitized-discrete,2014-08-01,2014-08-31,,,true,
329,1,chernov2015,digitized-continuous,2013-04-01,2013-04-30,,,true,
330,1,chernov2015,digitized-discrete,2012-04-01,2012-04-30,,,true,
330,2,chernov2015,digitized-discrete,2012-08-01,2012-08-31,,,true,
330,3,chernov2015,digitized-discrete,2013-04-01,2013-04-30,,,true,
330,4,chernov2015,digitized-discrete,2013-08-01,2013-08-31,,,true,
330,5,chernov2015,digitized-discrete,2014-04-01,2014-04-30,,,true,
330,6,chernov2015,digitized-discrete,2014-08-01,2014-08-31,,,true,
331,1,chernov2015,digitized-discrete,2012-04-01,2012-04-30,,,true,
331,2,chernov2015,digitized-discrete,2012-08-01,2012-08-31,,,true,
331,3,chernov2015,digitized-discrete,2013-04-01,2013-04-30,,,true,
331,4,chernov2015,digitized-discrete,2013-08-01,2013-08-31,,,true,
331,5,chernov2015,digitized-discrete,2014-04-01,2014-04-30,,,true,
331,6,chernov2015,digitized-discrete,2014-08-01,2014-08-31,,,true,
332,1,chernov2015,digitized-continuous,2013-04-01,2013-04-30,,,true,
333,1,chernov2015,digitized-continuous,2013-04-01,2013-04-30,,,true,
333,2,chernov2015,digitized-continuous,2013-08-01,2013-08-31,,,true,
334,1,chernov2015,digitized-continuous,2013-04-01,2013-04-30,,,true,
334,2,chernov2015,digitized-continuous,2013-08-01,2013-08-31,,,true,
335,1,chernov2015,digitized-continuous,2013-04-01,2013-04-30,,,true,
335,2,chernov2015,digitized-continuous,2013-08-01,2013-08-31,,,true,
336,1,chernov2015,digitized-continuous,2013-04-01,2013-04-30,,,true,
337,1,mikhalenko2005,digitized-discrete,2004-07-04,2004-07-06,,,,
338,1,mikhalenko2015,digitized-discrete,2009-08-27,2009-09-06,,,,
339,1,mikhalenko2015,digitized-discrete,2013-06-27,2013-06-30,,,,
340,1,mikhalenko2021,digitized-discrete,2020-08-27,2020-08-28,,,true,
341,1,nikitin1986,digitized-continuous,1981-07-20,1981-07-27,,,,
342,1,nikitin1986,digitized-continuous,1981-07-20,1981-07-27,,,,
343,1,nikitin1986,digitized-continuous,1981-07-20,1981-07-27,,,,
344,1,nikitin1986,digitized-continuous,1981-07-20,1981-07-27,,,,
345,1,nikitin1986,digitized-continuous,1981-07-20,1981-07-27,,,,
346,1,nikitin1986,digitized-continuous,1980-07-29,1980-07-29,,,,
347,1,nikitin1986,digitized-continuous,1981-07-20,1981-07-27,,,,
348,1,nikitin1986,digitized-continuous,1980-07-27,1980-07-27,,,,
348,2,nikitin1986,digitized-continuous,1980-11-06,1980-11-06,,,,
348,3,nikitin1986,digitized-continuous,1981-07-22,1981-07-22,,,,
348,4,nikitin1986,digitized-continuous,1982-07-31,1982-07-31,,,,
349,1,nikitin1986,digitized-continuous,1980-07-27,1980-07-27,,,,
349,2,nikitin1986,digitized-continuous,1980-11-06,1980-11-06,,,,
349,3,nikitin1986,digitized-continuous,1981-07-20,1981-07-27,,,,
350,1,nikitin1986,digitized-continuous,1981-07-20,1981-07-27,,,,
351,1,nikitin1986,digitized-continuous,1981-07-22,1981-07-22,,,,
351,2,nikitin1986,digitized-continuous,1982-07-14,1982-07-14,,,,
352,1,kubyshkin2006,digitized-discrete,2005-04-18,2005-04-18,,,,
357,1,sun2016,digitized-discrete,2009-05-01,2009-05-31,,,,
357,2,sun2016,digitized-discrete,2009-09-01,2009-09-30,,,,
357,3,sun2016,digitized-discrete,2010-05-01,2010-05-31,,,,
357,4,sun2016,digitized-discrete,2010-09-01,2010-09-30,,,,
357,5,sun2016,digitized-discrete,2011-05-01,2011-05-31,,,,
357,6,sun2016,digitized-discrete,2011-09-01,2011-09-30,,,,
358,1,sun2016,digitized-discrete,2009-05-01,2009-05-31,,,,
358,2,sun2016,digitized-discrete,2009-09-01,2009-09-30,,,,
358,3,sun2016,digitized-discrete,2010-05-01,2010-05-31,,,,
358,4,sun2016,digitized-discrete,2010-09-01,2010-09-30,,,,
358,5,sun2016,digitized-discrete,2011-05-01,2011-05-31,,,,
358,6,sun2016,digitized-discrete,2011-09-01,2011-09-30,,,,
359,1,sun2016,digitized-discrete,2009-05-01,2009-05-31,,,,
359,2,sun2016,digitized-discrete,2009-09-01,2009-09-30,,,,
359,3,sun2016,digitized-discrete,2010-05-01,2010-05-31,,,,
359,4,sun2016,digitized-discrete,2010-09-01,2010-09-30,,,,
359,5,sun2016,digitized-discrete,2011-09-01,2011-09-30,,,,
360,1,wu2003,digitized-discrete,2002-08-02,2002-08-02,,,,
361,1,wu2003,digitized-discrete,2002-08-02,2002-08-02,,,,
362,1,wu2003,digitized-discrete,2002-08-07,2002-08-07,,,,
363,1,wu2003,digitized-discrete,2002-08-07,2002-08-07,,,,
364,1,li2004,digitized-discrete,2003-08-15,2003-08-15,,,,
365,1,ren1981,published,1977-06-26,1977-06-26,,,,
365,2,ren1981,published,1977-07-07,1977-07-07,,,,
365,3,ren1981,published,1977-07-13,1977-07-13,,,,
365,4,ren1981,published,1977-07-19,1977-07-19,,,,
365,5,ren1981,published,1977-07-25,1977-07-25,,,,
365,6,ren1981,published,1977-08-03,1977-08-03,,,,
365,7,ren1981,published,1977-08-10,1977-08-10,,,,
365,8,ren1981,published,1977-08-19,1977-08-19,,,,
365,9,ren1981,published,1977-08-31,1977-08-31,,,,
366,1,ren1981,published,1977-06-26,1977-06-26,,,,
366,2,ren1981,published,1977-06-29,1977-06-29,,,,
366,3,ren1981,published,1977-07-07,1977-07-07,,,,
366,4,ren1981,published,1977-07-13,1977-07-13,,,,
366,5,ren1981,published,1977-07-19,1977-07-19,,,,
366,6,ren1981,published,1977-07-25,1977-07-25,,,,
366,7,ren1981,published,1977-08-03,1977-08-03,,,,
366,8,ren1981,published,1977-08-10,1977-08-10,,,,
366,9,ren1981,published,1977-08-19,1977-08-19,,,,
366,10,ren1981,published,1977-08-31,1977-08-31,,,,
367,1,ren1981,published,1977-06-29,1977-06-29,,,,
367,2,ren1981,published,1977-07-13,1977-07-13,,,,
367,3,ren1981,published,1977-07-19,1977-07-19,,,,
367,4,ren1981,published,1977-07-25,1977-07-25,,,,
367,5,ren1981,published,1977-08-03,1977-08-03,,,,
367,6,ren1981,published,1977-08-10,1977-08-10,,,,
367,7,ren1981,published,1977-08-19,1977-08-19,,,,
367,8,ren1981,published,1977-08-31,1977-08-31,,,,
368,1,du2013,digitized-continuous,2008-11-25,2008-11-25,,,true,
368,2,du2013,digitized-continuous,2008-12-23,2008-12-23,,,true,
368,3,du2013,digitized-continuous,2008-12-30,2008-12-30,,,true,
368,4,du2013,digitized-continuous,2009-01-08,2009-01-08,,,true,
368,5,du2013,digitized-continuous,2009-01-16,2009-01-16,,,true,
368,6,du2013,digitized-continuous,2009-01-24,2009-01-24,,,true,
368,7,du2013,digitized-continuous,2009-02-08,2009-02-08,,,true,
368,8,du2013,digitized-continuous,2009-07-10,2009-07-10,,,true,
368,9,du2013,digitized-continuous,2009-07-17,2009-07-17,,,true,
368,10,du2013,digitized-continuous,2009-07-27,2009-07-27,,,true,
369,1,du2013,digitized-continuous,2010-08-10,2010-08-10,,,true,
370,1,du2013,digitized-continuous,2010-08-10,2010-08-10,,,true,
371,1,ren1983,published,1981-08-08,1981-08-08,,,,
371,2,ren1983,published,1981-08-11,1981-08-11,,,,
371,3,ren1983,published,1981-08-13,1981-08-13,,,,
371,4,ren1983,published,1981-08-15,1981-08-15,,,,
372,1,wang1983,published,1980-07-27,1980-07-27,,,,
372,2,wang1983,published,1980-08-10,1980-08-10,,,,
373,1,wang1983,published,1980-07-27,1980-07-27,,,,
373,2,wang1983,published,1980-08-05,1980-08-05,,,,
374,1,wang1983,published,1980-07-27,1980-07-27,,,,
374,2,wang1983,published,1980-08-10,1980-08-10,,,,
375,1,ren1985,published,1983-09-07,1983-09-07,14:00:00,,,
376,1,ren1985,digitized-discrete,1982-06-01,1983-03-31,,,,
377,1,ren1985,digitized-discrete,1982-06-01,1983-03-31,,,,
378,1,ren1985,digitized-discrete,1982-06-01,1983-03-31,,,,
379,1,ren1985,published,1981-06-01,1983-03-31,,,,
380,1,ren1985,published,1981-06-01,1983-03-31,,,,
381,1,ren1985,published,1981-06-01,1983-03-31,,,,
382,1,ren1985,published,1981-06-01,1983-03-31,,,,
383,1,ren1985,published,1981-06-01,1983-03-31,,,,
384,1,ren1985,published,1981-06-01,1983-03-31,,,,
385,1,ren1985,published,1981-06-01,1983-03-31,,,,
386,1,ren1985,published,1981-06-01,1983-03-31,,,,
387,1,ren1985,published,1981-06-01,1983-03-31,,,,
388,1,ren1985,published,1981-06-01,1983-03-31,,,,
389,1,ren1985,published,1981-06-01,1983-03-31,,,,
390,1,ren1985,published,1981-06-01,1983-03-31,,,,
391,1,ren1985,published,1981-06-01,1983-03-31,,,,
392,1,zhang1993,digitized-discrete,1990-10-14,1990-10-14,,,,
392,2,zhang1993,digitized-discrete,1990-11-23,1990-11-23,,,,
392,3,zhang1993,digitized-discrete,1990-12-12,1990-12-12,,,,
393,1,thompson1995,digitized-discrete,1992-07-01,1992-08-31,,,,
394,1,thompson2006,digitized-discrete,2000-01-01,2000-12-31,,,,
395,1,thompson2006,digitized-discrete,2000-01-01,2000-12-31,,,,
396,1,thompson2022,submitted,1997-10-03,1997-10-03,,,,[flag] temperature: Submitted temperature at 10 m (-13.6 °C) does not match -16 °C published in thompson2000
397,1,zhang2013,digitized-discrete,2008-01-01,2008-12-31,,,,
398,1,hou2004,published,2002-10-01,2002-11-30,,,,date_min/date_max: zhang2013
399,1,hou2018,digitized-discrete,2012-01-01,2012-12-31,,,,
400,1,hou2018,digitized-discrete,2012-01-01,2012-12-31,,,,
401,1,hou2018,digitized-discrete,2012-01-01,2012-12-31,,,,
402,1,tsushima2021,digitized-discrete,2019-11-08,2019-11-08,,,false,
403,1,harrison1972,digitized-discrete,1969-07-26,1969-07-26,,,,
403,2,harrison1972,digitized-discrete,1969-08-01,1969-08-01,,,,
404,1,ren1990,published,1986-01-15,1986-01-15,,,,
404,2,ren1990,published,1986-02-05,1986-02-05,,,,
404,3,ren1990,published,1986-02-22,1986-02-22,,,,
404,4,ren1990,published,1986-03-01,1986-03-01,,,,
405,1,ren1990,published,1986-01-15,1986-01-15,,,,
405,2,ren1990,published,1986-02-05,1986-02-05,,,,
405,3,ren1990,published,1986-02-22,1986-02-22,,,,
405,4,ren1990,published,1986-03-01,1986-03-01,,,,
406,1,ren1990,published,1986-01-15,1986-01-15,,,,
406,2,ren1990,published,1986-02-05,1986-02-05,,,,
406,3,ren1990,published,1986-02-22,1986-02-22,,,,
406,4,ren1990,published,1986-03-01,1986-03-01,,,,
407,1,ren1990,published,1986-02-09,1986-02-09,,,,
407,2,ren1990,published,1986-02-21,1986-02-21,,,,
407,3,ren1990,published,1986-03-02,1986-03-02,,,,
408,1,pu2002,digitized-discrete,2000-10-08,2000-10-08,,,,
408,2,pu2002,digitized-discrete,2000-10-21,2000-10-21,,,,
409,1,han1995,digitized-continuous,1992-12-13,1992-12-13,,,,
410,1,han1995,digitized-continuous,1992-10-12,1992-10-12,,,,
411,1,han1995,digitized-continuous,1992-10-12,1992-10-12,,,,
412,1,han1995,digitized-continuous,1992-10-20,1992-10-20,,,,
413,1,han1995,digitized-continuous,1992-05-15,1992-05-15,,,,
413,2,han1995,digitized-continuous,1992-07-20,1992-07-29,,,,
413,3,han1995,digitized-continuous,1992-08-15,1992-10-07,,,,measurement_origin: Combination of two indistinguishable dashed lines in Figure 3(c)
413,4,han1995,digitized-continuous,1992-11-03,1992-11-03,,,,
