depth_m;temperature_degC
-4.8;-1.2
-9.8;-1.3
-14.8;-1.03
-19.8;-0.93
-24.8;-0.78
-29.8;-0.7
-34.8;-0.41
-39.8;-0.22
-44.8;-0.08
-49.8;-0.17
-54.8;-0.05
-59.8;-0.11
-64.8;-0.07
