depth_m;temperature_degC
-8.8;-1.43
-13.8;-1.1
-18.8;-1.11
-23.8;-1.02
-28.8;-0.87
-33.8;-0.77
-38.8;-0.71
-43.8;-0.58
-48.8;-0.51
-53.8;-0.52
