depth_m;temperature_degC
-4.8;
-9.8;-1.59
-14.8;-1.4
-19.8;-1.18
-24.8;-0.97
-29.8;-0.87
-34.8;-0.6
-39.8;-0.52
-44.8;-0.43
-49.8;-0.58
-54.8;-0.34
-59.8;-0.42
-64.8;-0.34
