borehole_id,id,source_id,measurement_origin,date_min,date_max,time,utc,equilibrated,notes
242,1,flowers2022,submitted,2019-07-04,2019-07-04,16:00:00,,False,
242,2,flowers2022,submitted,2019-07-04,2019-07-04,17:00:00,,False,
242,3,flowers2022,submitted,2019-07-04,2019-07-04,18:00:00,,False,
242,4,flowers2022,submitted,2019-07-04,2019-07-04,19:00:00,,False,
242,5,flowers2022,submitted,2019-07-04,2019-07-04,20:00:00,,False,
242,6,flowers2022,submitted,2019-07-04,2019-07-04,21:00:00,,False,
242,7,flowers2022,submitted,2019-07-04,2019-07-04,22:00:00,,False,
242,8,flowers2022,submitted,2019-07-04,2019-07-04,23:00:00,,False,
242,9,flowers2022,submitted,2019-07-05,2019-07-05,00:00:00,,False,
242,10,flowers2022,submitted,2019-07-05,2019-07-05,01:00:00,,False,
242,11,flowers2022,submitted,2019-07-05,2019-07-05,02:00:00,,False,
242,12,flowers2022,submitted,2019-07-05,2019-07-05,03:00:00,,False,
242,13,flowers2022,submitted,2019-07-05,2019-07-05,04:00:00,,False,
242,14,flowers2022,submitted,2019-07-05,2019-07-05,05:00:00,,False,
242,15,flowers2022,submitted,2019-07-05,2019-07-05,06:00:00,,False,
242,16,flowers2022,submitted,2019-07-05,2019-07-05,07:00:00,,False,
242,17,flowers2022,submitted,2019-07-05,2019-07-05,08:00:00,,False,
242,18,flowers2022,submitted,2019-07-05,2019-07-05,09:00:00,,False,
242,19,flowers2022,submitted,2019-07-05,2019-07-05,10:00:00,,False,
242,20,flowers2022,submitted,2019-07-05,2019-07-05,11:00:00,,False,
242,21,flowers2022,submitted,2019-07-05,2019-07-05,12:00:00,,False,
242,22,flowers2022,submitted,2019-07-05,2019-07-05,13:00:00,,False,
242,23,flowers2022,submitted,2019-07-05,2019-07-05,14:00:00,,False,
242,24,flowers2022,submitted,2019-07-05,2019-07-05,15:00:00,,False,
242,25,flowers2022,submitted,2019-07-05,2019-07-05,16:00:00,,False,
242,26,flowers2022,submitted,2019-07-05,2019-07-05,17:00:00,,False,
242,27,flowers2022,submitted,2019-07-05,2019-07-05,18:00:00,,False,
242,28,flowers2022,submitted,2019-07-05,2019-07-05,19:00:00,,False,
242,29,flowers2022,submitted,2019-07-05,2019-07-05,20:00:00,,False,
242,30,flowers2022,submitted,2019-07-05,2019-07-05,21:00:00,,False,
242,31,flowers2022,submitted,2019-07-05,2019-07-05,22:00:00,,False,
242,32,flowers2022,submitted,2019-07-05,2019-07-05,23:00:00,,False,
242,33,flowers2022,submitted,2019-07-06,2019-07-06,00:00:00,,False,
242,34,flowers2022,submitted,2019-07-06,2019-07-06,01:00:00,,False,
242,35,flowers2022,submitted,2019-07-06,2019-07-06,02:00:00,,False,
