depth_m;temperature_degC
-4.8;-1.41
-9.8;-1.3
-14.8;-1.31
-19.8;-1.16
-24.8;-0.93
-29.8;-0.82
-34.8;-0.55
-39.8;-0.47
-44.8;-0.37
-49.8;-0.47
-54.8;-0.25
-59.8;-0.36
-64.8;-0.25
