TIMESTAMP,RECORD,Logger_ID,Year,Julian_Day,Battery_Volts,Panel_Temp,TK145_0005cm,TK145_0010cm,TK145_0030cm,TK145_0050cm,TK145_0100cm,TK145_0150cm,TK145_0200cm,TK145_0300cm,TK145_0400cm,TK145_0600cm,TK145_0800cm,TK145_1000cm
11/14/2014 7:00,112,242,2014,318,14.26185,-13.97821,-5.162742,-4.929886,-4.352594,-3.91415,-3.031153,-2.588724,-2.285414,-2.130026,-2.051689,-2.262051,-2.238688,-1.981512
11/14/2014 8:00,113,242,2014,318,16.70352,-5.808758,-5.119978,-4.86659,-4.335965,-3.906025,-3.01576,-2.573738,-2.2707,-2.108488,-2.037222,-2.2707,-2.224024,-1.967115
11/14/2014 9:00,114,242,2014,318,17.35667,4.493423,-5.058949,-4.828862,-4.322038,-3.906601,-3.025795,-2.585661,-2.279585,-2.118771,-2.049984,-2.2598,-2.236502,-1.956608
11/14/2014 10:00,115,242,2014,318,17.36091,11.08366,-5.07581,-4.842554,-4.338573,-3.902826,-3.024117,-2.583214,-2.280989,-2.117985,-2.048115,-2.25769,-2.234428,-1.954857
11/14/2014 11:00,116,242,2014,318,16.65539,15.74901,-5.079937,-4.850269,-4.344348,-3.90659,-3.02844,-2.58791,-2.285839,-2.309109,-2.053133,-2.262589,-2.217232,-1.959957
11/14/2014 12:00,117,242,2014,318,16.35232,17.89304,-5.068677,-4.858558,-4.35274,-3.893171,-3.037165,-2.596731,-2.271507,-2.155184,-2.038805,-2.255211,-2.225006,-1.951447
11/14/2014 13:00,118,242,2014,318,16.13865,19.52196,-5.025921,-4.819285,-4.35031,-3.898878,-3.044199,-2.603836,-2.278692,-2.39373,-2.046066,-2.255457,-2.232193,-1.952909
11/14/2014 14:00,119,242,2014,318,15.35681,20.9611,-5.015824,-4.832194,-4.372605,-3.912163,-3.057789,-2.612976,-2.292601,-2.153116,-2.060032,-2.269341,-2.236822,-1.966927
11/14/2014 15:00,120,242,2014,318,14.20805,21.5327,-4.832815,-4.768528,-4.374378,-3.935835,-3.058441,-2.615978,-2.293262,-2.153778,-2.06073,-2.250292,-2.223532,-1.967594
11/14/2014 16:00,121,242,2014,318,14.14327,10.29066,-5.010615,-4.918702,-4.435619,-3.951645,-3.071997,-2.609232,-2.284912,-2.123127,-2.050909,-2.260498,-2.237226,-1.957695
11/14/2014 17:00,122,242,2014,318,13.90474,1.712288,-5.100324,-4.962316,-4.455678,-3.971121,-3.068491,-2.603951,-2.301395,-2.138227,-2.044947,-2.254759,-2.231491,-1.951609
11/14/2014 18:00,123,242,2014,318,13.49722,-3.621803,-5.101114,-4.963001,-4.479062,-3.994246,-3.088705,-2.626236,-2.300194,-2.136948,-2.066877,-2.275711,-2.243061,-1.973482
11/14/2014 19:00,124,242,2014,318,13.25904,-6.753124,-5.070663,-4.93705,-4.47591,-4.001217,-3.087126,-2.622118,-2.295866,-2.132534,-2.047281,-2.272556,-2.225891,-1.969013
11/14/2014 20:00,125,242,2014,318,13.18341,-8.463379,-5.051045,-4.91281,-4.496526,-4.022968,-3.085609,-2.642597,-2.31753,-2.152998,-2.060736,-2.270863,-2.247545,-1.968426
11/14/2014 21:00,126,242,2014,318,13.143,-9.57267,-5.016603,-4.901389,-4.486129,-4.023972,-3.096781,-2.63158,-2.307526,-2.141768,-2.067019,-2.258528,-2.235178,-1.978182
11/14/2014 22:00,127,242,2014,318,13.11549,-10.37244,-4.997292,-4.88205,-4.489836,-4.049641,-3.100439,-2.635216,-2.332176,-2.145409,-2.075287,-2.264477,-2.25979,-1.981798
11/14/2014 23:00,128,242,2014,318,13.09542,-11.06829,-4.988653,-4.872235,-4.481089,-4.041916,-3.114565,-2.64924,-2.32283,-2.159399,-2.06592,-2.276154,-2.252798,-1.972403
