TIMESTAMP,RECORD,Logger_ID,Year,Julian_Day,Battery_Volts,Panel_Temp,TK144_0005cm,TK144_0010cm,TK144_0030cm,TK144_0050cm,TK144_0100cm,TK144_0150cm,TK144_0200cm,TK144_0300cm,TK144_0400cm,TK144_0600cm,TK144_0800cm,TK144_1000cm
11/11/2014 7:00,39,241,2014,315,14.89411,-17.72404,-6.403828,-5.818485,-4.325373,-3.667479,-2.641151,-2.018579,-1.713484,-1.689972,-68.8033,-1.868454,-2.088892,-1.948233
11/11/2014 8:00,40,241,2014,315,14.89471,-7.570972,-6.261549,-5.754985,-4.323411,-3.674385,-2.650372,-2.04142,-1.714365,-1.714365,-68.8033,-1.878572,-2.089399,-1.948881
11/11/2014 9:00,41,241,2014,315,14.94518,5.440052,-5.949575,-5.581469,-4.289908,-3.664892,-2.665653,-2.045969,-1.731112,-1.707676,-68.8033,-1.895033,-2.105558,-1.960562
11/11/2014 10:00,42,241,2014,315,14.72316,14.30083,-5.930128,-5.562286,-4.317726,-3.670053,-2.67153,-2.041758,-1.740046,-1.714268,-68.8033,-1.901506,-2.088507,-1.958797
11/11/2014 11:00,43,241,2014,315,14.79114,20.04837,-6.025111,-5.657571,-4.39122,-3.697889,-2.700195,-2.070936,-1.767134,-1.743715,-68.8033,-1.907427,-2.11763,-1.977503
11/11/2014 12:00,44,241,2014,315,14.75265,24.65724,-5.900517,-5.601949,-4.404977,-3.735075,-2.693712,-2.085661,-1.782005,-1.758585,-68.8033,-1.922213,-2.108986,-1.968945
11/11/2014 13:00,45,241,2014,315,14.82796,28.75552,-5.700666,-5.490491,-4.412039,-3.743444,-2.700008,-2.093258,-1.789608,-1.742847,-68.8033,-1.907618,-2.116579,-1.975393
11/11/2014 14:00,46,241,2014,315,14.75311,30.53355,-5.61543,-5.431651,-4.463868,-3.773548,-2.729298,-2.098253,-1.797049,-1.750271,-68.8033,-1.917366,-2.104094,-1.983906
11/11/2014 15:00,47,241,2014,315,13.42666,24.89446,-5.789845,-5.583142,-4.585642,-3.855091,-2.742403,-2.113588,-1.810013,-1.763231,-68.8033,-1.949022,-2.128775,-1.996922
11/11/2014 16:00,48,241,2014,315,13.30262,10.85547,-5.72335,-5.532474,-4.594862,-3.890102,-2.744942,-2.11895,-1.831406,-1.763533,-68.8033,-1.948355,-2.135315,-1.995125
11/11/2014 17:00,49,241,2014,315,13.20584,2.139286,-5.650739,-5.466622,-4.603198,-3.91997,-2.761389,-2.152554,-1.848488,-1.778212,-68.8033,-1.96549,-2.129198,-1.994736
11/11/2014 18:00,50,241,2014,315,13.13776,-3.535954,-5.622986,-5.415645,-4.584991,-3.93713,-2.775494,-2.145227,-1.843283,-1.791702,-68.8033,-1.958025,-2.121859,-2.000189
11/11/2014 19:00,51,241,2014,315,13.08773,-7.525787,-5.604198,-5.373726,-4.565651,-3.940598,-2.778454,-2.147881,-1.866829,-1.781286,-68.8033,-1.960594,-2.147881,-2.007421
11/11/2014 20:00,52,241,2014,315,13.04754,-10.53511,-5.658964,-5.364995,-4.551987,-3.949921,-2.803694,-2.177668,-1.875505,-1.80521,-68.8033,-1.969278,-2.133207,-1.992685
11/11/2014 21:00,53,241,2014,315,13.01851,-12.71981,-5.715891,-5.39305,-4.538176,-3.959059,-2.81835,-2.165255,-1.884077,-1.790237,-68.8033,-1.977859,-2.141855,-2.001265
11/11/2014 22:00,54,241,2014,315,12.99127,-14.29676,-5.807505,-5.46164,-4.537559,-3.981623,-2.818867,-2.187969,-1.903305,-1.813038,-68.8033,-1.977177,-2.161068,-2.007622
11/11/2014 23:00,55,241,2014,315,12.97228,-15.3428,-5.931491,-5.518755,-4.525144,-3.969,-2.829138,-2.198084,-1.893456,-1.799595,-68.8033,-1.96966,-2.15127,-2.010693
11/12/2014 0:00,56,241,2014,316,12.95594,-15.97765,-6.048377,-5.610352,-4.547606,-3.972914,-2.851725,-2.197353,-1.916145,-1.821136,-68.8033,-1.986477,-2.150517,-2.009958
11/12/2014 1:00,57,241,2014,316,12.94477,-16.2352,-6.190038,-5.725677,-4.570739,-3.991505,-2.851725,-2.219601,-1.916145,-1.822298,-68.8033,-1.986477,-2.150517,-2.009958
11/12/2014 2:00,58,241,2014,316,12.93918,-16.54472,-6.347795,-5.827112,-4.593901,-3.999624,-2.875046,-2.220791,-1.918495,-1.822298,-68.8033,-1.986477,-2.150517,-2.009958
11/12/2014 3:00,59,241,2014,316,12.93382,-16.85649,-6.50797,-5.955193,-4.639139,-4.013624,-2.873947,-2.241892,-1.93849,-1.821209,-68.8033,-2.000608,-2.149412,-2.026415
11/12/2014 4:00,60,241,2014,316,12.92629,-17.32642,-6.655195,-6.077106,-4.653547,-4.003557,-2.885679,-2.231268,-1.927715,-1.831509,-68.8033,-1.996933,-2.148083,-2.020367
11/12/2014 5:00,61,241,2014,316,12.92127,-17.88445,-6.795212,-6.196493,-4.719041,-4.023914,-2.883965,-2.22949,-1.948233,-1.830866,-68.8033,-1.995155,-2.159229,-2.018579
11/12/2014 6:00,62,241,2014,316,12.91568,-18.31597,-6.956295,-6.324361,-4.765328,-4.047134,-2.907305,-2.252899,-1.948233,-1.830866,-68.8033,-1.995155,-2.159229,-2.018579
11/12/2014 7:00,63,241,2014,316,14.87175,-18.42215,-7.052921,-6.426826,-4.811585,-4.070316,-2.907305,-2.252899,-1.951763,-1.852036,-68.8033,-1.995155,-2.159229,-2.018579
11/12/2014 8:00,64,241,2014,316,14.78972,-8.420452,-6.891954,-6.32732,-4.782604,-4.065199,-2.926613,-2.272989,-1.968618,-1.851412,-68.8033,-1.995596,-2.155977,-2.015499
11/12/2014 9:00,65,241,2014,316,14.75659,4.064167,-6.52685,-6.084541,-4.748771,-4.05546,-2.941793,-2.265791,-1.967751,-1.868271,-68.8033,-2.008717,-2.166517,-2.032091
11/12/2014 10:00,66,241,2014,316,14.77886,12.46406,-6.488193,-6.090945,-4.756231,-4.056553,-2.944899,-2.275272,-1.971632,-1.854717,-68.8033,-2.016047,-2.158548,-2.035906
11/12/2014 11:00,67,241,2014,316,14.72122,18.71315,-6.569498,-6.179398,-4.818074,-4.084253,-2.948912,-2.273827,-1.979685,-1.853468,-68.8033,-2.017057,-2.157146,-2.024082
11/12/2014 12:00,68,241,2014,316,14.88007,23.17969,-6.460809,-6.094818,-4.83018,-4.091923,-2.956814,-2.281912,-1.978491,-1.861652,-68.8033,-2.003006,-2.165283,-2.025225
11/12/2014 13:00,69,241,2014,316,14.72928,26.4059,-6.266703,-5.991392,-4.845457,-4.119085,-2.972973,-2.293701,-1.995111,-1.860777,-68.8033,-2.018431,-2.158434,-2.040604
11/12/2014 14:00,70,241,2014,316,14.70556,28.23363,-6.165664,-5.953413,-4.896152,-4.157299,-2.977892,-2.29986,-2.00013,-1.859989,-68.8033,-2.019993,-2.163465,-2.037502
11/12/2014 15:00,71,241,2014,316,13.41141,22.55839,-6.408985,-6.153242,-5.044625,-4.237961,-2.987972,-2.313358,-2.010107,-1.869957,-68.78205,-2.021803,-2.173475,-2.03348
11/12/2014 16:00,72,241,2014,316,13.27613,8.901226,-6.339522,-6.109863,-5.074734,-4.2684,-2.995087,-2.31745,-2.013815,-1.873491,-68.8033,-2.034845,-2.177368,-2.037178
11/12/2014 17:00,73,241,2014,316,13.18797,0.372551,-6.258734,-6.028786,-5.06165,-4.299653,-3.000916,-2.324982,-2.021133,-1.880701,-68.8033,-2.021133,-2.182468,-2.0445
11/12/2014 18:00,74,241,2014,316,13.11157,-5.04739,-6.23835,-5.985303,-5.061351,-4.324391,-3.025124,-2.325544,-2.021538,-1.881031,-68.8033,-2.021538,-2.185301,-2.044947
11/12/2014 19:00,75,241,2014,316,13.06746,-8.84745,-6.244221,-5.968028,-5.043621,-4.329432,-3.029583,-2.330923,-2.025595,-1.885044,-68.8033,-2.025595,-2.189434,-2.049015
11/12/2014 20:00,76,241,2014,316,13.02647,-11.5337,-6.300242,-5.977933,-5.009388,-4.33885,-3.03863,-2.358423,-2.03429,-1.89369,-68.8033,-2.03429,-2.174788,-2.03429
11/12/2014 21:00,77,241,2014,316,12.99618,-13.19877,-6.374632,-5.998168,-5.000582,-4.353024,-3.05261,-2.352404,-2.048161,-1.884077,-68.8033,-2.024721,-2.174623,-2.048161
11/12/2014 22:00,78,241,2014,316,12.97037,-14.54528,-6.493489,-6.056045,-4.997249,-4.347279,-3.046614,-2.349838,-2.042002,-1.888456,-68.8033,-2.042002,-2.182535,-2.042002
11/12/2014 23:00,79,241,2014,316,12.95035,-15.54613,-6.600986,-6.140491,-5.010149,-4.34732,-3.061563,-2.361177,-2.056816,-1.892681,-68.8033,-2.033369,-2.173931,-2.035725
11/13/2014 0:00,80,241,2014,317,12.93359,-16.2849,-6.739058,-6.255652,-5.033234,-4.362374,-3.084864,-2.384577,-2.056816,-1.892681,-68.8033,-2.033369,-2.185646,-2.056816
11/13/2014 1:00,81,241,2014,317,12.92379,-16.85649,-6.876592,-6.370281,-5.055792,-4.384972,-3.08427,-2.384001,-2.05739,-1.915552,-68.8033,-2.056232,-2.196766,-2.056232
11/13/2014 2:00,82,241,2014,317,12.9146,-17.22249,-7.028665,-6.476305,-5.069448,-4.375331,-3.097549,-2.374935,-2.069319,-1.905186,-68.8033,-2.045858,-2.186493,-2.045858
11/13/2014 3:00,83,241,2014,317,12.91009,-17.77827,-7.177148,-6.588039,-5.112129,-4.372897,-3.09383,-2.393324,-2.065468,-1.901297,-68.8033,-2.04203,-2.182625,-2.04203
11/13/2014 4:00,84,241,2014,317,12.9045,-18.01775,-7.324369,-6.70315,-5.158332,-4.394888,-3.117113,-2.393324,-2.065468,-1.901297,-68.8033,-2.04203,-2.182625,-2.04203
11/13/2014 5:00,85,241,2014,317,12.9045,-17.83249,-7.439377,-6.818213,-5.204553,-4.418062,-3.117113,-2.398006,-2.088892,-1.901297,-68.8033,-2.04203,-2.182625,-2.04203
11/13/2014 6:00,86,241,2014,317,12.90399,-17.22249,-7.555841,-6.933646,-5.252319,-4.44286,-3.132793,-2.418455,-2.090658,-1.903023,-68.8033,-2.04377,-2.184376,-2.04377
11/13/2014 7:00,87,241,2014,317,14.84074,-16.82938,-7.653309,-7.009405,-5.304401,-4.468528,-3.148365,-2.424824,-2.097099,-1.909523,-68.8033,-2.050211,-2.1908,-2.050211
11/13/2014 8:00,88,241,2014,317,14.89615,-9.141151,-7.429777,-6.862111,-5.266376,-4.456515,-3.158291,-2.427195,-2.085661,-1.920498,-68.8033,-2.048195,-2.178152,-2.055225
11/13/2014 9:00,89,241,2014,317,14.78881,1.904324,-7.015109,-6.578776,-5.198286,-4.4135,-3.161915,-2.41655,-2.089453,-1.925653,-68.8033,-2.042654,-2.182972,-2.042654
11/13/2014 10:00,90,241,2014,317,14.73568,10.74251,-6.934816,-6.544724,-5.188441,-4.427434,-3.173574,-2.432474,-2.1057,-1.923361,-68.8033,-2.041441,-2.175787,-2.057772
11/13/2014 11:00,91,241,2014,317,14.73974,17.76652,-6.93158,-6.564662,-5.243687,-4.448617,-3.175806,-2.431595,-2.104986,-1.918089,-68.8033,-2.057108,-2.196024,-2.058275
11/13/2014 12:00,92,241,2014,317,14.75174,22.30761,-6.760686,-6.461437,-5.242912,-4.460799,-3.188421,-2.44449,-2.108679,-1.931158,-68.8033,-2.047983,-2.188017,-2.047983
11/13/2014 13:00,93,241,2014,317,14.71919,25.07294,-6.520128,-6.290833,-5.234389,-4.474372,-3.202553,-2.441441,-2.109253,-1.945816,-68.8033,-2.039248,-2.179237,-2.052067
11/13/2014 14:00,94,241,2014,317,14.696,26.09864,-6.43056,-6.2471,-5.282572,-4.522757,-3.204891,-2.460125,-2.111664,-1.94824,-68.8033,-2.041643,-2.181646,-2.041643
11/13/2014 15:00,95,241,2014,317,13.4876,21.36777,-6.670114,-6.486666,-5.453403,-4.618862,-3.214144,-2.447058,-2.120581,-1.933773,-68.8033,-2.050568,-2.190611,-2.050568
11/13/2014 16:00,96,241,2014,317,13.52073,9.235592,-6.570979,-6.404543,-5.468077,-4.638663,-3.227137,-2.460632,-2.132797,-1.945818,-68.8033,-2.062681,-2.187677,-2.062681
11/13/2014 17:00,97,241,2014,317,13.24799,1.373402,-6.470761,-6.309905,-5.448468,-4.652943,-3.239157,-2.470919,-2.143984,-1.954525,-68.8033,-2.050465,-2.19072,-2.050465
11/13/2014 18:00,98,241,2014,317,13.12703,-4.05106,-6.449131,-6.242175,-5.436543,-4.6752,-3.238642,-2.493286,-2.142832,-1.945089,-68.8033,-2.050444,-2.189636,-2.049271
11/13/2014 19:00,99,241,2014,317,13.07657,-8.016045,-6.432879,-6.202856,-5.396773,-4.681217,-3.267365,-2.487959,-2.147881,-1.947695,-68.8033,-2.054239,-2.194662,-2.054239
11/13/2014 20:00,100,241,2014,317,13.03638,-10.99826,-6.465891,-6.203578,-5.36034,-4.69065,-3.269413,-2.507259,-2.156549,-1.945772,-68.8033,-2.062927,-2.203362,-2.062927
11/13/2014 21:00,101,241,2014,317,13.00176,-13.00673,-6.524232,-6.2227,-5.335367,-4.681605,-3.285416,-2.492683,-2.146526,-1.954412,-68.8033,-2.071575,-2.188665,-2.048161
11/13/2014 22:00,102,241,2014,317,12.97002,-14.54528,-6.632911,-6.264661,-5.319615,-4.694675,-3.280968,-2.511507,-2.160654,-1.949793,-68.8033,-2.066982,-2.207472,-2.066982
11/13/2014 23:00,103,241,2014,317,12.95035,-15.46931,-6.739058,-6.34432,-5.310373,-4.68646,-3.294443,-2.521336,-2.150517,-1.963047,-68.8033,-2.056816,-2.197353,-2.056816
11/14/2014 0:00,104,241,2014,318,12.93359,-16.15613,-6.87711,-6.416833,-5.319609,-4.68646,-3.306065,-2.524841,-2.159885,-1.963047,-68.8033,-2.056816,-2.197353,-2.056816
11/14/2014 1:00,105,241,2014,318,12.91683,-16.44079,-7.007062,-6.531963,-5.333456,-4.68646,-3.317692,-2.524841,-2.173931,-1.963047,-68.8033,-2.056816,-2.197353,-2.056816
11/14/2014 2:00,106,241,2014,318,12.91125,-16.56957,-7.153113,-6.647023,-5.358865,-4.68646,-3.328165,-2.524841,-2.173931,-1.963047,-68.8033,-2.05798,-2.197353,-2.056816
11/14/2014 3:00,107,241,2014,318,12.90083,-16.80227,-7.289934,-6.742516,-5.40151,-4.708334,-3.339689,-2.546917,-2.172619,-1.961695,-68.8033,-2.055494,-2.196047,-2.055494
11/14/2014 4:00,108,241,2014,318,12.9023,-17.03949,-7.423388,-6.871378,-5.4302,-4.703478,-3.335808,-2.541725,-2.184944,-1.956432,-68.8033,-2.053751,-2.195498,-2.050222
11/14/2014 5:00,109,241,2014,318,12.89714,-17.09146,-7.536558,-6.961593,-5.465216,-4.70384,-3.355867,-2.539646,-2.188684,-1.954344,-68.8033,-2.058666,-2.194548,-2.048143
11/14/2014 6:00,110,241,2014,318,12.89681,-17.09146,-7.675138,-7.077268,-5.510904,-4.725366,-3.3566,-2.563761,-2.189457,-1.955105,-68.8033,-2.060612,-2.205858,-2.04887
11/14/2014 7:00,111,241,2014,318,14.82538,-17.01238,-7.765064,-7.167168,-5.554871,-4.746244,-3.357731,-2.561377,-2.187038,-1.957327,-68.8033,-2.066378,-2.20812,-2.046412
11/14/2014 8:00,112,241,2014,318,14.78968,-8.598934,-7.499649,-6.971162,-5.49804,-4.713112,-3.369894,-2.553263,-2.181576,-1.968515,-68.8033,-2.062202,-2.202652,-2.062202
11/14/2014 9:00,113,241,2014,318,14.79763,3.69817,-6.976505,-6.586173,-5.367271,-4.675458,-3.379131,-2.564814,-2.191359,-1.980923,-68.8033,-2.056925,-2.191359,-2.053423
11/14/2014 10:00,114,241,2014,318,14.80128,11.31184,-6.916564,-6.572453,-5.377526,-4.686355,-3.39118,-2.577633,-2.204496,-1.994267,-68.8033,-2.066723,-2.205662,-2.064377
11/14/2014 11:00,115,241,2014,318,14.70649,17.41182,-6.952945,-6.610121,-5.415794,-4.701915,-3.406185,-2.570894,-2.197878,-1.984211,-68.8033,-2.057796,-2.197878,-2.057796
11/14/2014 12:00,116,241,2014,318,14.71309,21.75184,-6.744536,-6.48427,-5.406088,-4.714315,-3.397028,-2.584074,-2.211226,-1.977768,-68.8033,-2.071201,-2.191412,-2.070044
11/14/2014 13:00,117,241,2014,318,14.74145,24.65724,-6.497199,-6.312596,-5.395322,-4.727931,-3.411188,-2.598577,-2.208401,-1.992525,-68.8033,-2.062567,-2.202564,-2.062567
11/14/2014 14:00,118,241,2014,318,14.6834,26.31327,-6.411553,-6.274,-5.447554,-4.757359,-3.432875,-2.605343,-2.20941,-1.999424,-68.8033,-2.069479,-2.204763,-2.068283
11/14/2014 15:00,119,241,2014,318,13.4656,21.23221,-6.6961,-6.555083,-5.636897,-4.854672,-3.422401,-2.586329,-2.213501,-1.980083,-68.8033,-2.073488,-2.190197,-2.051319
11/14/2014 16:00,120,241,2014,318,13.53209,8.810856,-6.567737,-6.452967,-5.648773,-4.865904,-3.432425,-2.60383,-2.222534,-1.988907,-68.8033,-2.082394,-2.199183,-2.059011
11/14/2014 17:00,121,241,2014,318,13.19171,1.373402,-6.494346,-6.356491,-5.620594,-4.905124,-3.448809,-2.611496,-2.238131,-1.997334,-68.8033,-2.074516,-2.197256,-2.051147
11/14/2014 18:00,122,241,2014,318,13.12041,-3.493027,-6.426897,-6.28894,-5.598589,-4.90692,-3.448608,-2.631824,-2.237246,-1.97994,-68.8033,-2.073536,-2.213858,-2.073536
11/14/2014 19:00,123,241,2014,318,13.07099,-6.775719,-6.409891,-6.225859,-5.558136,-4.912249,-3.453321,-2.625679,-2.241423,-1.98398,-68.8033,-2.077669,-2.194662,-2.054239
11/14/2014 20:00,124,241,2014,318,13.03415,-8.82486,-6.403406,-6.196347,-5.528436,-4.905482,-3.4695,-2.631294,-2.234131,-2.000061,-68.8033,-2.07032,-2.210716,-2.07032
11/14/2014 21:00,125,241,2014,318,13.00289,-10.37244,-6.465891,-6.21277,-5.47677,-4.898663,-3.485617,-2.647369,-2.250151,-1.992634,-68.8033,-2.086321,-2.203362,-2.062927
11/14/2014 22:00,126,241,2014,318,12.97644,-11.44107,-6.530457,-6.254342,-5.471051,-4.894031,-3.484266,-2.642395,-2.245152,-1.989946,-68.8033,-2.08132,-2.198347,-2.062567
11/14/2014 23:00,127,241,2014,318,12.96267,-12.2657,-6.636963,-6.313629,-5.443784,-4.885065,-3.494682,-2.636332,-2.258856,-1.995436,-68.8033,-2.071575,-2.212061,-2.071575
11/15/2014 0:00,128,241,2014,319,12.94591,-12.95929,-6.751969,-6.383836,-5.454177,-4.885065,-3.517963,-2.656179,-2.258856,-2.001265,-68.8033,-2.071575,-2.212061,-2.071575
11/15/2014 1:00,129,241,2014,319,12.92916,-13.61221,-6.875008,-6.475892,-5.462245,-4.885065,-3.517963,-2.66551,-2.258856,-2.001265,-68.8033,-2.071575,-2.212061,-2.071575
11/15/2014 2:00,130,241,2014,319,12.91822,-14.19736,-7.00355,-6.566542,-5.48388,-4.883591,-3.539707,-2.677961,-2.257305,-2.00087,-68.8033,-2.070015,-2.210485,-2.070015
11/15/2014 3:00,131,241,2014,319,12.91588,-14.69213,-7.135804,-6.675768,-5.500935,-4.877493,-3.533318,-2.67144,-2.271757,-2.016508,-68.8033,-2.063374,-2.203894,-2.063374
