id,source_id,borehole_id,temperature_degC,depth_m,to_bottom
1042,35,109,-0.08759314,109.66644,True
1043,35,109,-0.09877843,140.6825,True
1044,35,109,-0.12048974,171.68481,True
1045,35,109,-0.17057699,200.56406,True
1046,35,109,-0.19119692,229.74247999999997,True
1047,35,109,-0.21289161,259.96252000000004,True
1048,35,109,-0.22191629,288.37377999999995,True
1049,35,110,-1.2779775,0.29782662,
1050,35,110,-2.5914523999999997,0.4771214,
1051,35,110,-3.6110756,1.0035577,
1052,35,110,-3.621154,1.9650216,
1053,35,110,-3.3148508000000003,2.7320442000000003,
1054,35,110,-2.3860693,3.9515305,
1055,35,110,-1.7273711999999999,5.002994,
1056,35,110,-0.9770058,4.789003,
1057,35,110,-0.4607103,4.885871400000001,
1058,35,110,-0.28291342,5.958998,
1059,35,110,-0.09225213,7.6922398,
1060,35,110,-0.065594636,9.552996,
1061,35,110,-0.001031903,19.82088,
1062,35,110,0.05465646,24.923738,
1063,36,111,-0.25738418,2.1324055,False
1064,36,111,-3.6645262,5.042133,False
1065,36,111,-4.128751,5.9495325,False
1066,36,111,-4.84702,8.466535,False
1067,36,111,-4.276112599999999,11.426017,False
1068,36,111,-3.9241962,14.197103,False
1069,36,111,-3.7495167,17.297503,False
1070,36,111,-3.46483,19.806158,False
1071,36,111,-3.5249742999999993,21.344975,False
1072,36,111,-3.4509152999999997,23.751627,False
1073,36,111,-3.242397,26.683144,False
1074,36,111,-3.0589063,29.269734999999997,False
1075,36,111,-2.183079,41.513508,False
1076,36,111,-1.343136,56.66993299999999,False
1077,36,111,-0.69319355,66.66683,False
1078,36,111,-0.38520557,71.835464,False
1079,36,112,-6.110195,7.1263559999999995,False
1080,36,112,-4.2160954,9.095435,False
1081,36,112,-2.2489908,34.047184,False
1082,36,112,-1.4951473,49.06455,False
1083,36,112,-1.161728,58.95400600000001,False
1084,36,112,-1.2151507,64.22793,False
1085,36,113,-3.3371398,7.865321000000001,False
1086,36,113,-3.0310297000000004,11.959339,False
1087,36,113,-2.0697494,37.198673,False
1088,36,113,-1.0850693,57.176548,False
1089,36,113,-0.06415462,72.27739,False
1090,36,113,-0.40306914,82.17002,False
1091,36,113,-0.35027933,87.556854,False
1092,36,114,-8.425189,9.99114,False
1093,36,114,-5.162268,25.163122,False
1094,36,114,-4.0894675000000005,35.0212,False
1095,36,114,-3.3040833,45.543079999999996,False
1096,36,114,-3.071399,50.36293,False
1097,36,115,-6.501589,11.531944000000001,False
1098,36,115,-4.645366,21.499166,False
1099,36,115,-3.6847892,29.207865,False
1100,36,115,-2.9434853,35.54365,False
1101,36,115,-2.302757,40.001945,False
1102,36,115,-2.1351027,43.074364,False
1103,36,116,-4.4154663,8.804972,False
1104,36,116,-3.6278059999999996,11.084166999999999,False
1105,36,117,-5.1444645,4.622454599999999,False
1106,36,117,-5.635403,5.108028400000001,False
1107,36,117,-1.9856566000000002,15.166835,False
1108,36,117,-1.6512927,23.183985,False
1109,36,117,-1.6035386,29.143928999999996,False
1110,36,117,-1.7248990000000002,34.92502,False
1111,36,117,-1.9968221000000002,37.294136,False
1112,37,118,-2.38,10.0,
1113,37,119,-2.32,10.0,
1114,38,120,-4.989103,8.460747,True
1115,38,120,-5.703432599999999,10.748316,True
1116,38,120,-6.187885,19.177220000000002,True
1117,38,120,-6.339826,27.433190999999997,True
1118,38,120,-6.446437400000001,35.789345000000004,True
1119,38,120,-6.5039496,44.343174,True
1120,38,120,-6.4519095,53.09859,True
1121,38,120,-6.456497,61.36411700000001,True
1122,38,120,-6.294848,69.73765999999999,True
1123,38,120,-6.2465863,78.492836,True
1124,38,120,-6.0282626,86.870056,True
1125,38,120,-5.8666043,95.146355,True
1126,38,120,-5.708791000000001,104.10313000000001,True
1127,38,120,-5.4488864,112.28855,True
1128,38,121,-7.9849820000000005,4.960196,True
1129,38,121,-6.447750599999999,10.602817,True
1130,38,121,-6.1916723,19.27422,True
1131,38,121,-6.1925006,27.734476,True
1132,38,121,-6.552258999999999,36.074220000000004,True
1133,38,121,-6.609771,44.628048,True
1134,38,121,-6.504796499999999,52.997917,True
1135,38,121,-6.5622993,61.454502000000005,True
1136,38,121,-6.40066,69.92529,True
1137,38,121,-6.2994733,78.39216,True
1138,38,121,-6.137824500000001,86.76571,True
1139,38,121,-5.9799824,95.43074,True
1140,38,121,-5.822121,103.90128,True
1141,38,121,-5.55092,112.476425,True
