depth_m;temperature_degC
-46.2;-1.98
-44.2;-2.05
-42.2;-2.05
-40.2;-2.05
-38.2;-2.1
-36.2;-2.11
-31.2;-2.14
-26.2;-2.3
-21.2;-2.45
-16.2;-2.65
-11.2;-2.84
-6.2;-2.58
