depth_m;temperature_degC
-32.5;-2.34
-30.5;-2.4
-28.5;-2.38
-26.5;-2.4
-24.5;-2.45
-22.5;-2.55
-17.5;-2.62
-12.5;-2.77
-7.5;-2.68
