depth_m ; temperature_degC
-6.0 ; -1.6088230125514542
-11.0 ; -2.1062285886128507
-16.0 ; -2.0130483168140927
-21.0 ; -1.9939621085690078
-26.0 ; -1.960350050134025
-31.0 ; -1.9557319785655523
-36.0 ; -1.9965958312074576
-41.0 ; -2.014363899299042
-46.0 ; -2.0386857277692343
