depth_m ; temperature_degC
-8.0 ; -1.732732542219253
-13.0 ; -1.4468623699582395
-18.0 ; -1.166949819290835
-23.0 ; -0.9309702231337837
-28.0 ; -0.6666346642049348
-33.0 ; -0.3899961877267515
-38.0 ; -0.27143657363257034
-43.0 ; -0.23825226644771647
-48.0 ; -0.07073440395396347
-53.0 ; -0.04741253572291271
-58.0 ; -0.1688122642418648
