depth_m ; temperature_degC
-8.001999999999953 ; -1.4678600272031304
-13.001999999999953 ; -1.5415069853171985
-18.001999999999953 ; -1.3578735597200193
-23.001999999999953 ; -1.2958110706232446
-28.001999999999953 ; -1.0545145431678975
-33.00199999999995 ; -0.8178312675590291
-38.00199999999995 ; -0.7272570353138121
-43.00199999999995 ; -0.5980266137045191
-48.00199999999995 ; -0.5021293925843224
-53.00199999999995 ; -0.11874630789185403
-58.00199999999995 ; -0.16808760431479186
