depth_m ; temperature_degC
-18.0 ; -0.8996099673345839
-23.0 ; -0.7638192863114455
-28.0 ; -0.5085375285086116
-33.0 ; -0.21151874417461158
-38.0 ; -0.001414517020123185
-43.0 ; -0.0006834991623350106
