depth_m ; temperature_degC
-8.0 ; -1.3142463363811885
-13.0 ; -1.413625182494627
-18.0 ; -1.2047388942837074
-23.0 ; -0.9267918330102702
-28.0 ; -0.5944834313041838
-33.0 ; -0.11147950516885885
-38.0 ; -0.08820719951745559
-43.0 ; -0.145609538435167
-48.0 ; -0.08238470424953448
-53.0 ; -0.05834819501791344
-58.0 ; -0.1746085569155298
