depth_m ; temperature_degC
-6.0 ; -1.2198335587664815
-11.0 ; -1.9299821238682853
-16.0 ; -2.0911670561844744
-21.0 ; -2.0432836476913963
-26.0 ; -1.9860587456726648
-31.0 ; -1.9807880069598696
-36.0 ; -2.022912961646284
-41.0 ; -2.037371831560506
-46.0 ; -2.062320304427601
